year,gameType,team,opponent,wins,losses,total_games,win_pct
2015,Regular Season,Indiana Pacers,Los Angeles Lakers,1,1,2,50.0
2015,Regular Season,Indiana Pacers,Memphis Grizzlies,0,3,3,0.0
2015,Regular Season,Indiana Pacers,Miami Heat,3,1,4,75.0
2015,Regular Season,Indiana Pacers,Milwaukee Bucks,3,2,5,60.0
2015,Regular Season,Indiana Pacers,Minnesota Timberwolves,2,1,3,66.67
2015,Regular Season,Indiana Pacers,New Orleans Pelicans,1,0,1,100.0
2015,Regular Season,Indiana Pacers,New York Knicks,4,0,4,100.0
2015,Regular Season,Indiana Pacers,Oklahoma City Thunder,1,1,2,50.0
2015,Regular Season,Indiana Pacers,Orlando Magic,3,0,3,100.0
2015,Regular Season,Indiana Pacers,Philadelphia 76ers,3,1,4,75.0
2015,Regular Season,Indiana Pacers,Portland Trail Blazers,0,1,1,0.0
2015,Regular Season,Indiana Pacers,Sacramento Kings,0,2,2,0.0
2015,Regular Season,Indiana Pacers,San Antonio Spurs,0,2,2,0.0
2015,Regular Season,Indiana Pacers,Toronto Raptors,1,3,4,25.0
2015,Regular Season,Indiana Pacers,Utah Jazz,1,2,3,33.33
2015,Regular Season,Indiana Pacers,Washington Wizards,3,0,3,100.0
2015,Regular Season,Los Angeles Clippers,Atlanta Hawks,0,1,1,0.0
2015,Regular Season,Los Angeles Clippers,Boston Celtics,2,0,2,100.0
2015,Regular Season,Los Angeles Clippers,Brooklyn Nets,2,1,3,66.67
2015,Regular Season,Los Angeles Clippers,Charlotte Hornets,2,0,2,100.0
2015,Regular Season,Los Angeles Clippers,Chicago Bulls,1,1,2,50.0
2015,Regular Season,Los Angeles Clippers,Cleveland Cavaliers,0,2,2,0.0
2015,Regular Season,Los Angeles Clippers,Dallas Mavericks,3,2,5,60.0
2015,Regular Season,Los Angeles Clippers,Denver Nuggets,4,0,4,100.0
2015,Regular Season,Los Angeles Clippers,Detroit Pistons,2,0,2,100.0
2015,Regular Season,Los Angeles Clippers,Golden State Warriors,0,4,4,0.0
2015,Regular Season,Los Angeles Clippers,Houston Rockets,1,4,5,20.0
2015,Regular Season,Los Angeles Clippers,Indiana Pacers,0,1,1,0.0
2015,Regular Season,Los Angeles Clippers,Los Angeles Lakers,4,0,4,100.0
2015,Regular Season,Los Angeles Clippers,Memphis Grizzlies,3,1,4,75.0
2015,Regular Season,Los Angeles Clippers,Miami Heat,0,1,1,0.0
2015,Regular Season,Los Angeles Clippers,Milwaukee Bucks,2,0,2,100.0
2015,Regular Season,Los Angeles Clippers,Minnesota Timberwolves,4,0,4,100.0
2015,Regular Season,Los Angeles Clippers,New Orleans Pelicans,3,1,4,75.0
2015,Regular Season,Los Angeles Clippers,New York Knicks,1,0,1,100.0
2015,Regular Season,Los Angeles Clippers,Oklahoma City Thunder,1,2,3,33.33
2015,Regular Season,Los Angeles Clippers,Orlando Magic,1,0,1,100.0
2015,Regular Season,Los Angeles Clippers,Philadelphia 76ers,2,0,2,100.0
2015,Regular Season,Los Angeles Clippers,Phoenix Suns,3,1,4,75.0
2015,Regular Season,Los Angeles Clippers,Portland Trail Blazers,3,2,5,60.0
2015,Regular Season,Los Angeles Clippers,Sacramento Kings,5,0,5,100.0
2015,Regular Season,Los Angeles Clippers,San Antonio Spurs,2,1,3,66.67
2015,Regular Season,Los Angeles Clippers,Toronto Raptors,0,2,2,0.0
2015,Regular Season,Los Angeles Clippers,Utah Jazz,2,1,3,66.67
2015,Regular Season,Los Angeles Clippers,Washington Wizards,2,0,2,100.0
2015,Regular Season,Los Angeles Lakers,Atlanta Hawks,0,2,2,0.0
2015,Regular Season,Los Angeles Lakers,Boston Celtics,2,0,2,100.0
2015,Regular Season,Los Angeles Lakers,Brooklyn Nets,1,2,3,33.33
2015,Regular Season,Los Angeles Lakers,Charlotte Hornets,0,2,2,0.0
2015,Regular Season,Los Angeles Lakers,Chicago Bulls,1,0,1,100.0
2015,Regular Season,Los Angeles Lakers,Cleveland Cavaliers,0,2,2,0.0
2015,Regular Season,Los Angeles Lakers,Dallas Mavericks,0,4,4,0.0
2015,Regular Season,Los Angeles Lakers,Denver Nuggets,1,3,4,25.0
2015,Regular Season,Los Angeles Lakers,Detroit Pistons,2,1,3,66.67
2015,Regular Season,Los Angeles Lakers,Golden State Warriors,0,2,2,0.0
2015,Regular Season,Los Angeles Lakers,Houston Rockets,0,3,3,0.0
2015,Regular Season,Los Angeles Lakers,Indiana Pacers,1,1,2,50.0
2015,Regular Season,Los Angeles Lakers,Los Angeles Clippers,0,4,4,0.0
2015,Regular Season,Los Angeles Lakers,Memphis Grizzlies,0,3,3,0.0
2015,Regular Season,Los Angeles Lakers,Miami Heat,0,3,3,0.0
2015,Regular Season,Los Angeles Lakers,Milwaukee Bucks,2,1,3,66.67
2015,Regular Season,Los Angeles Lakers,Minnesota Timberwolves,2,2,4,50.0
2015,Regular Season,Los Angeles Lakers,New Orleans Pelicans,0,2,2,0.0
2015,Regular Season,Los Angeles Lakers,New York Knicks,0,3,3,0.0
2015,Regular Season,Los Angeles Lakers,Oklahoma City Thunder,0,4,4,0.0
2015,Regular Season,Los Angeles Lakers,Orlando Magic,1,2,3,33.33
2015,Regular Season,Los Angeles Lakers,Philadelphia 76ers,2,1,3,66.67
2015,Regular Season,Los Angeles Lakers,Phoenix Suns,0,2,2,0.0
2015,Regular Season,Los Angeles Lakers,Portland Trail Blazers,0,6,6,0.0
2015,Regular Season,Los Angeles Lakers,Sacramento Kings,0,3,3,0.0
2015,Regular Season,Los Angeles Lakers,San Antonio Spurs,0,2,2,0.0
2015,Regular Season,Los Angeles Lakers,Toronto Raptors,0,3,3,0.0
2015,Regular Season,Los Angeles Lakers,Utah Jazz,1,2,3,33.33
2015,Regular Season,Los Angeles Lakers,Washington Wizards,1,1,2,50.0
2015,Regular Season,Memphis Grizzlies,Atlanta Hawks,1,2,3,33.33
2015,Regular Season,Memphis Grizzlies,Boston Celtics,0,1,1,0.0
2015,Regular Season,Memphis Grizzlies,Brooklyn Nets,3,0,3,100.0
2015,Regular Season,Memphis Grizzlies,Charlotte Hornets,0,2,2,0.0
2015,Regular Season,Memphis Grizzlies,Chicago Bulls,1,1,2,50.0
2015,Regular Season,Memphis Grizzlies,Cleveland Cavaliers,0,2,2,0.0
2015,Regular Season,Memphis Grizzlies,Dallas Mavericks,3,2,5,60.0
2015,Regular Season,Memphis Grizzlies,Denver Nuggets,2,1,3,66.67
2015,Regular Season,Memphis Grizzlies,Detroit Pistons,1,1,2,50.0
2015,Regular Season,Memphis Grizzlies,Golden State Warriors,0,4,4,0.0
2015,Regular Season,Memphis Grizzlies,Houston Rockets,3,0,3,100.0
2015,Regular Season,Memphis Grizzlies,Indiana Pacers,3,0,3,100.0
2015,Regular Season,Memphis Grizzlies,Los Angeles Clippers,1,3,4,25.0
2015,Regular Season,Memphis Grizzlies,Los Angeles Lakers,3,0,3,100.0
2015,Regular Season,Memphis Grizzlies,Miami Heat,1,1,2,50.0
2015,Regular Season,Memphis Grizzlies,Milwaukee Bucks,1,0,1,100.0
2015,Regular Season,Memphis Grizzlies,Minnesota Timberwolves,2,1,3,66.67
2015,Regular Season,Memphis Grizzlies,New Orleans Pelicans,2,2,4,50.0
2015,Regular Season,Memphis Grizzlies,New York Knicks,2,0,2,100.0
2015,Regular Season,Memphis Grizzlies,Oklahoma City Thunder,3,2,5,60.0
2015,Regular Season,Memphis Grizzlies,Orlando Magic,2,0,2,100.0
2015,Regular Season,Memphis Grizzlies,Philadelphia 76ers,3,0,3,100.0
2015,Regular Season,Memphis Grizzlies,Phoenix Suns,3,0,3,100.0
2015,Regular Season,Memphis Grizzlies,Portland Trail Blazers,4,1,5,80.0
2015,Regular Season,Memphis Grizzlies,Sacramento Kings,2,1,3,66.67
2015,Regular Season,Memphis Grizzlies,San Antonio Spurs,0,3,3,0.0
2015,Regular Season,Memphis Grizzlies,Toronto Raptors,1,0,1,100.0
2015,Regular Season,Memphis Grizzlies,Utah Jazz,2,2,4,50.0
2015,Regular Season,Memphis Grizzlies,Washington Wizards,1,3,4,25.0
2015,Regular Season,Miami Heat,Atlanta Hawks,1,3,4,25.0
2015,Regular Season,Miami Heat,Boston Celtics,2,2,4,50.0
2015,Regular Season,Miami Heat,Brooklyn Nets,3,1,4,75.0
2015,Regular Season,Miami Heat,Charlotte Hornets,2,2,4,50.0
2015,Regular Season,Miami Heat,Chicago Bulls,1,1,2,50.0
2015,Regular Season,Miami Heat,Cleveland Cavaliers,2,3,5,40.0
2015,Regular Season,Miami Heat,Dallas Mavericks,0,1,1,0.0
2015,Regular Season,Miami Heat,Denver Nuggets,1,0,1,100.0
2015,Regular Season,Miami Heat,Detroit Pistons,1,4,5,20.0
2015,Regular Season,Miami Heat,Golden State Warriors,0,1,1,0.0
2015,Regular Season,Miami Heat,Houston Rockets,1,1,2,50.0
2015,Regular Season,Miami Heat,Indiana Pacers,1,3,4,25.0
2015,Regular Season,Miami Heat,Los Angeles Clippers,1,0,1,100.0
2015,Regular Season,Miami Heat,Los Angeles Lakers,3,0,3,100.0
2015,Regular Season,Miami Heat,Memphis Grizzlies,1,1,2,50.0
2015,Regular Season,Miami Heat,Milwaukee Bucks,0,2,2,0.0
2015,Regular Season,Miami Heat,Minnesota Timberwolves,1,2,3,33.33
2015,Regular Season,Miami Heat,New Orleans Pelicans,1,2,3,33.33
2015,Regular Season,Miami Heat,New York Knicks,4,0,4,100.0
2015,Regular Season,Miami Heat,Oklahoma City Thunder,1,2,3,33.33
2015,Regular Season,Miami Heat,Orlando Magic,3,0,3,100.0
2015,Regular Season,Miami Heat,Philadelphia 76ers,3,0,3,100.0
2015,Regular Season,Miami Heat,Phoenix Suns,1,0,1,100.0
2015,Regular Season,Miami Heat,Portland Trail Blazers,2,1,3,66.67
2015,Regular Season,Miami Heat,Sacramento Kings,3,0,3,100.0
2015,Regular Season,Miami Heat,San Antonio Spurs,0,2,2,0.0
2015,Regular Season,Miami Heat,Toronto Raptors,1,3,4,25.0
2015,Regular Season,Miami Heat,Utah Jazz,1,0,1,100.0
2015,Regular Season,Miami Heat,Washington Wizards,0,2,2,0.0
2015,Regular Season,Milwaukee Bucks,Atlanta Hawks,0,2,2,0.0
2015,Regular Season,Milwaukee Bucks,Boston Celtics,2,2,4,50.0
2015,Regular Season,Milwaukee Bucks,Brooklyn Nets,4,1,5,80.0
2015,Regular Season,Milwaukee Bucks,Charlotte Hornets,0,1,1,0.0
2015,Regular Season,Milwaukee Bucks,Chicago Bulls,1,2,3,33.33
2015,Regular Season,Milwaukee Bucks,Cleveland Cavaliers,1,3,4,25.0
2015,Regular Season,Milwaukee Bucks,Dallas Mavericks,0,1,1,0.0
2015,Regular Season,Milwaukee Bucks,Denver Nuggets,2,2,4,50.0
2015,Regular Season,Milwaukee Bucks,Detroit Pistons,2,1,3,66.67
2015,Regular Season,Milwaukee Bucks,Golden State Warriors,1,3,4,25.0
2015,Regular Season,Milwaukee Bucks,Houston Rockets,0,1,1,0.0
2015,Regular Season,Milwaukee Bucks,Indiana Pacers,2,3,5,40.0
2015,Regular Season,Milwaukee Bucks,Los Angeles Clippers,0,2,2,0.0
2015,Regular Season,Milwaukee Bucks,Los Angeles Lakers,1,2,3,33.33
2015,Regular Season,Milwaukee Bucks,Memphis Grizzlies,0,1,1,0.0
2015,Regular Season,Milwaukee Bucks,Miami Heat,2,0,2,100.0
2015,Regular Season,Milwaukee Bucks,Minnesota Timberwolves,1,0,1,100.0
2015,Regular Season,Milwaukee Bucks,New Orleans Pelicans,0,2,2,0.0
2015,Regular Season,Milwaukee Bucks,New York Knicks,5,1,6,83.33
2015,Regular Season,Milwaukee Bucks,Oklahoma City Thunder,0,1,1,0.0
2015,Regular Season,Milwaukee Bucks,Orlando Magic,2,2,4,50.0
2015,Regular Season,Milwaukee Bucks,Philadelphia 76ers,5,0,5,100.0
2015,Regular Season,Milwaukee Bucks,Phoenix Suns,1,1,2,50.0
2015,Regular Season,Milwaukee Bucks,Portland Trail Blazers,2,0,2,100.0
2015,Regular Season,Milwaukee Bucks,Sacramento Kings,1,1,2,50.0
2015,Regular Season,Milwaukee Bucks,San Antonio Spurs,0,3,3,0.0
2015,Regular Season,Milwaukee Bucks,Toronto Raptors,1,4,5,20.0
2015,Regular Season,Milwaukee Bucks,Utah Jazz,0,2,2,0.0
2015,Regular Season,Milwaukee Bucks,Washington Wizards,1,2,3,33.33
2015,Regular Season,Minnesota Timberwolves,Atlanta Hawks,2,2,4,50.0
2015,Regular Season,Minnesota Timberwolves,Boston Celtics,1,1,2,50.0
2015,Regular Season,Minnesota Timberwolves,Brooklyn Nets,1,1,2,50.0
2015,Regular Season,Minnesota Timberwolves,Charlotte Hornets,0,3,3,0.0
2015,Regular Season,Minnesota Timberwolves,Chicago Bulls,1,1,2,50.0
2015,Regular Season,Minnesota Timberwolves,Cleveland Cavaliers,0,1,1,0.0
2015,Regular Season,Minnesota Timberwolves,Dallas Mavericks,0,2,2,0.0
2015,Regular Season,Minnesota Timberwolves,Denver Nuggets,2,4,6,33.33
2015,Regular Season,Minnesota Timberwolves,Detroit Pistons,1,2,3,33.33
2015,Regular Season,Minnesota Timberwolves,Golden State Warriors,0,3,3,0.0
2015,Regular Season,Minnesota Timberwolves,Houston Rockets,0,2,2,0.0
2015,Regular Season,Minnesota Timberwolves,Indiana Pacers,1,2,3,33.33
2015,Regular Season,Minnesota Timberwolves,Los Angeles Clippers,0,4,4,0.0
2015,Regular Season,Minnesota Timberwolves,Los Angeles Lakers,2,2,4,50.0
2015,Regular Season,Minnesota Timberwolves,Memphis Grizzlies,1,2,3,33.33
2015,Regular Season,Minnesota Timberwolves,Miami Heat,2,1,3,66.67
2015,Regular Season,Minnesota Timberwolves,Milwaukee Bucks,0,1,1,0.0
2015,Regular Season,Minnesota Timberwolves,New Orleans Pelicans,0,3,3,0.0
2015,Regular Season,Minnesota Timberwolves,New York Knicks,1,1,2,50.0
2015,Regular Season,Minnesota Timberwolves,Oklahoma City Thunder,0,3,3,0.0
2015,Regular Season,Minnesota Timberwolves,Orlando Magic,0,3,3,0.0
2015,Regular Season,Minnesota Timberwolves,Philadelphia 76ers,1,1,2,50.0
2015,Regular Season,Minnesota Timberwolves,Phoenix Suns,1,4,5,20.0
2015,Regular Season,Minnesota Timberwolves,Portland Trail Blazers,1,3,4,25.0
2015,Regular Season,Minnesota Timberwolves,Sacramento Kings,2,2,4,50.0
2015,Regular Season,Minnesota Timberwolves,San Antonio Spurs,0,4,4,0.0
2015,Regular Season,Minnesota Timberwolves,Toronto Raptors,0,2,2,0.0
2015,Regular Season,Minnesota Timberwolves,Utah Jazz,2,2,4,50.0
2015,Regular Season,Minnesota Timberwolves,Washington Wizards,1,0,1,100.0
2015,Regular Season,New Orleans Pelicans,Atlanta Hawks,1,2,3,33.33
2015,Regular Season,New Orleans Pelicans,Boston Celtics,0,3,3,0.0
2015,Regular Season,New Orleans Pelicans,Brooklyn Nets,2,0,2,100.0
2015,Regular Season,New Orleans Pelicans,Charlotte Hornets,0,1,1,0.0
2015,Regular Season,New Orleans Pelicans,Chicago Bulls,0,2,2,0.0
2015,Regular Season,New Orleans Pelicans,Cleveland Cavaliers,1,0,1,100.0
2015,Regular Season,New Orleans Pelicans,Dallas Mavericks,2,2,4,50.0
2015,Regular Season,New Orleans Pelicans,Denver Nuggets,2,3,5,40.0
2015,Regular Season,New Orleans Pelicans,Detroit Pistons,2,0,2,100.0
2015,Regular Season,New Orleans Pelicans,Golden State Warriors,1,3,4,25.0
2015,Regular Season,New Orleans Pelicans,Houston Rockets,2,3,5,40.0
2015,Regular Season,New Orleans Pelicans,Indiana Pacers,0,1,1,0.0
2015,Regular Season,New Orleans Pelicans,Los Angeles Clippers,1,3,4,25.0
2015,Regular Season,New Orleans Pelicans,Los Angeles Lakers,2,0,2,100.0
2015,Regular Season,New Orleans Pelicans,Memphis Grizzlies,2,2,4,50.0
2015,Regular Season,New Orleans Pelicans,Miami Heat,2,1,3,66.67
2015,Regular Season,New Orleans Pelicans,Milwaukee Bucks,2,0,2,100.0
2015,Regular Season,New Orleans Pelicans,Minnesota Timberwolves,3,0,3,100.0
2015,Regular Season,New Orleans Pelicans,New York Knicks,0,2,2,0.0
2015,Regular Season,New Orleans Pelicans,Oklahoma City Thunder,1,2,3,33.33
2015,Regular Season,New Orleans Pelicans,Orlando Magic,0,3,3,0.0
2015,Regular Season,New Orleans Pelicans,Philadelphia 76ers,1,1,2,50.0
2015,Regular Season,New Orleans Pelicans,Phoenix Suns,3,2,5,60.0
2015,Regular Season,New Orleans Pelicans,Portland Trail Blazers,1,3,4,25.0
2015,Regular Season,New Orleans Pelicans,Sacramento Kings,2,0,2,100.0
2015,Regular Season,New Orleans Pelicans,San Antonio Spurs,2,0,2,100.0
2015,Regular Season,New Orleans Pelicans,Toronto Raptors,2,1,3,66.67
2015,Regular Season,New Orleans Pelicans,Utah Jazz,1,2,3,33.33
2015,Regular Season,New Orleans Pelicans,Washington Wizards,1,1,2,50.0
2015,Regular Season,New York Knicks,Atlanta Hawks,1,2,3,33.33
2015,Regular Season,New York Knicks,Boston Celtics,0,4,4,0.0
2015,Regular Season,New York Knicks,Brooklyn Nets,1,2,3,33.33
2015,Regular Season,New York Knicks,Charlotte Hornets,1,3,4,25.0
2015,Regular Season,New York Knicks,Chicago Bulls,1,1,2,50.0
2015,Regular Season,New York Knicks,Cleveland Cavaliers,0,4,4,0.0
2015,Regular Season,New York Knicks,Dallas Mavericks,0,1,1,0.0
2015,Regular Season,New York Knicks,Denver Nuggets,0,1,1,0.0
2015,Regular Season,New York Knicks,Detroit Pistons,2,2,4,50.0
2015,Regular Season,New York Knicks,Golden State Warriors,0,2,2,0.0
2015,Regular Season,New York Knicks,Houston Rockets,1,2,3,33.33
2015,Regular Season,New York Knicks,Indiana Pacers,0,4,4,0.0
2015,Regular Season,New York Knicks,Los Angeles Clippers,0,1,1,0.0
2015,Regular Season,New York Knicks,Los Angeles Lakers,3,0,3,100.0
2015,Regular Season,New York Knicks,Memphis Grizzlies,0,2,2,0.0
2015,Regular Season,New York Knicks,Miami Heat,0,4,4,0.0
2015,Regular Season,New York Knicks,Milwaukee Bucks,1,5,6,16.67
2015,Regular Season,New York Knicks,Minnesota Timberwolves,1,1,2,50.0
2015,Regular Season,New York Knicks,New Orleans Pelicans,2,0,2,100.0
2015,Regular Season,New York Knicks,Oklahoma City Thunder,2,0,2,100.0
2015,Regular Season,New York Knicks,Orlando Magic,2,3,5,40.0
2015,Regular Season,New York Knicks,Philadelphia 76ers,4,1,5,80.0
2015,Regular Season,New York Knicks,Phoenix Suns,0,1,1,0.0
2015,Regular Season,New York Knicks,Portland Trail Blazers,1,0,1,100.0
2015,Regular Season,New York Knicks,Sacramento Kings,0,2,2,0.0
2015,Regular Season,New York Knicks,San Antonio Spurs,1,1,2,50.0
2015,Regular Season,New York Knicks,Toronto Raptors,2,1,3,66.67
2015,Regular Season,New York Knicks,Utah Jazz,0,2,2,0.0
2015,Regular Season,New York Knicks,Washington Wizards,1,2,3,33.33
2015,Regular Season,Oklahoma City Thunder,Atlanta Hawks,2,2,4,50.0
2015,Regular Season,Oklahoma City Thunder,Boston Celtics,1,1,2,50.0
2015,Regular Season,Oklahoma City Thunder,Brooklyn Nets,1,0,1,100.0
2015,Regular Season,Oklahoma City Thunder,Charlotte Hornets,1,0,1,100.0
2015,Regular Season,Oklahoma City Thunder,Chicago Bulls,1,3,4,25.0
2015,Regular Season,Oklahoma City Thunder,Cleveland Cavaliers,0,2,2,0.0
2015,Regular Season,Oklahoma City Thunder,Dallas Mavericks,2,2,4,50.0
2015,Regular Season,Oklahoma City Thunder,Denver Nuggets,4,0,4,100.0
2015,Regular Season,Oklahoma City Thunder,Detroit Pistons,1,0,1,100.0
2015,Regular Season,Oklahoma City Thunder,Golden State Warriors,1,1,2,50.0
2015,Regular Season,Oklahoma City Thunder,Houston Rockets,0,3,3,0.0
2015,Regular Season,Oklahoma City Thunder,Indiana Pacers,1,1,2,50.0
2015,Regular Season,Oklahoma City Thunder,Los Angeles Clippers,2,1,3,66.67
2015,Regular Season,Oklahoma City Thunder,Los Angeles Lakers,4,0,4,100.0
2015,Regular Season,Oklahoma City Thunder,Memphis Grizzlies,2,3,5,40.0
2015,Regular Season,Oklahoma City Thunder,Miami Heat,2,1,3,66.67
2015,Regular Season,Oklahoma City Thunder,Milwaukee Bucks,1,0,1,100.0
2015,Regular Season,Oklahoma City Thunder,Minnesota Timberwolves,3,0,3,100.0
2015,Regular Season,Oklahoma City Thunder,New Orleans Pelicans,2,1,3,66.67
2015,Regular Season,Oklahoma City Thunder,New York Knicks,0,2,2,0.0
2015,Regular Season,Oklahoma City Thunder,Orlando Magic,3,0,3,100.0
2015,Regular Season,Oklahoma City Thunder,Philadelphia 76ers,2,0,2,100.0
2015,Regular Season,Oklahoma City Thunder,Phoenix Suns,3,1,4,75.0
2015,Regular Season,Oklahoma City Thunder,Portland Trail Blazers,2,1,3,66.67
2015,Regular Season,Oklahoma City Thunder,Sacramento Kings,2,1,3,66.67
2015,Regular Season,Oklahoma City Thunder,San Antonio Spurs,1,2,3,33.33
2015,Regular Season,Oklahoma City Thunder,Toronto Raptors,1,1,2,50.0
2015,Regular Season,Oklahoma City Thunder,Utah Jazz,4,1,5,80.0
2015,Regular Season,Oklahoma City Thunder,Washington Wizards,3,0,3,100.0
2015,Regular Season,Orlando Magic,Atlanta Hawks,0,3,3,0.0
2015,Regular Season,Orlando Magic,Boston Celtics,2,1,3,66.67
2015,Regular Season,Orlando Magic,Brooklyn Nets,2,2,4,50.0
2015,Regular Season,Orlando Magic,Charlotte Hornets,1,2,3,33.33
2015,Regular Season,Orlando Magic,Chicago Bulls,2,2,4,50.0
2015,Regular Season,Orlando Magic,Cleveland Cavaliers,0,3,3,0.0
2015,Regular Season,Orlando Magic,Dallas Mavericks,0,2,2,0.0
2015,Regular Season,Orlando Magic,Denver Nuggets,1,2,3,33.33
2015,Regular Season,Orlando Magic,Detroit Pistons,0,2,2,0.0
2015,Regular Season,Orlando Magic,Houston Rockets,2,2,4,50.0
2015,Regular Season,Orlando Magic,Indiana Pacers,0,3,3,0.0
2015,Regular Season,Orlando Magic,Los Angeles Clippers,0,1,1,0.0
2015,Regular Season,Orlando Magic,Los Angeles Lakers,2,1,3,66.67
2015,Regular Season,Orlando Magic,Memphis Grizzlies,0,2,2,0.0
2015,Regular Season,Orlando Magic,Miami Heat,0,3,3,0.0
2015,Regular Season,Orlando Magic,Milwaukee Bucks,2,2,4,50.0
2015,Regular Season,Orlando Magic,Minnesota Timberwolves,3,0,3,100.0
2015,Regular Season,Orlando Magic,New Orleans Pelicans,3,0,3,100.0
2015,Regular Season,Orlando Magic,New York Knicks,3,2,5,60.0
2015,Regular Season,Orlando Magic,Oklahoma City Thunder,0,3,3,0.0
2015,Regular Season,Orlando Magic,Philadelphia 76ers,2,0,2,100.0
2015,Regular Season,Orlando Magic,Phoenix Suns,0,2,2,0.0
2015,Regular Season,Orlando Magic,Portland Trail Blazers,2,1,3,66.67
2015,Regular Season,Orlando Magic,Sacramento Kings,1,1,2,50.0
2015,Regular Season,Orlando Magic,San Antonio Spurs,0,2,2,0.0
2015,Regular Season,Orlando Magic,Toronto Raptors,1,1,2,50.0
2015,Regular Season,Orlando Magic,Utah Jazz,2,0,2,100.0
2015,Regular Season,Orlando Magic,Washington Wizards,0,3,3,0.0
2015,Regular Season,Philadelphia 76ers,Atlanta Hawks,1,3,4,25.0
2015,Regular Season,Philadelphia 76ers,Boston Celtics,0,4,4,0.0
2015,Regular Season,Philadelphia 76ers,Brooklyn Nets,1,2,3,33.33
2015,Regular Season,Philadelphia 76ers,Charlotte Hornets,1,2,3,33.33
2015,Regular Season,Philadelphia 76ers,Chicago Bulls,0,4,4,0.0
2015,Regular Season,Philadelphia 76ers,Cleveland Cavaliers,1,5,6,16.67
2015,Regular Season,Philadelphia 76ers,Dallas Mavericks,0,1,1,0.0
2015,Regular Season,Philadelphia 76ers,Denver Nuggets,2,1,3,66.67
2015,Regular Season,Philadelphia 76ers,Detroit Pistons,2,2,4,50.0
2015,Regular Season,Philadelphia 76ers,Golden State Warriors,0,1,1,0.0
2015,Regular Season,Philadelphia 76ers,Houston Rockets,0,1,1,0.0
2015,Regular Season,Philadelphia 76ers,Indiana Pacers,1,3,4,25.0
2015,Regular Season,Philadelphia 76ers,Los Angeles Clippers,0,2,2,0.0
2015,Regular Season,Philadelphia 76ers,Los Angeles Lakers,1,2,3,33.33
2015,Regular Season,Philadelphia 76ers,Memphis Grizzlies,0,3,3,0.0
2015,Regular Season,Philadelphia 76ers,Miami Heat,0,3,3,0.0
2015,Regular Season,Philadelphia 76ers,Milwaukee Bucks,0,5,5,0.0
2015,Regular Season,Philadelphia 76ers,Minnesota Timberwolves,1,1,2,50.0
2015,Regular Season,Philadelphia 76ers,New Orleans Pelicans,1,1,2,50.0
2015,Regular Season,Philadelphia 76ers,New York Knicks,1,4,5,20.0
2015,Regular Season,Philadelphia 76ers,Oklahoma City Thunder,0,2,2,0.0
2015,Regular Season,Philadelphia 76ers,Orlando Magic,0,2,2,0.0
2015,Regular Season,Philadelphia 76ers,Phoenix Suns,1,1,2,50.0
2015,Regular Season,Philadelphia 76ers,Sacramento Kings,2,1,3,66.67
2015,Regular Season,Philadelphia 76ers,San Antonio Spurs,0,2,2,0.0
2015,Regular Season,Philadelphia 76ers,Toronto Raptors,0,5,5,0.0
2015,Regular Season,Philadelphia 76ers,Utah Jazz,0,3,3,0.0
2015,Regular Season,Philadelphia 76ers,Washington Wizards,1,3,4,25.0
2015,Regular Season,Phoenix Suns,Atlanta Hawks,0,2,2,0.0
2015,Regular Season,Phoenix Suns,Boston Celtics,0,1,1,0.0
2015,Regular Season,Phoenix Suns,Brooklyn Nets,1,1,2,50.0
2015,Regular Season,Phoenix Suns,Chicago Bulls,2,2,4,50.0
2015,Regular Season,Phoenix Suns,Cleveland Cavaliers,1,2,3,33.33
2015,Regular Season,Phoenix Suns,Dallas Mavericks,1,3,4,25.0
2015,Regular Season,Phoenix Suns,Denver Nuggets,3,1,4,75.0
2015,Regular Season,Phoenix Suns,Detroit Pistons,0,2,2,0.0
2015,Regular Season,Phoenix Suns,Golden State Warriors,0,5,5,0.0
2015,Regular Season,Phoenix Suns,Houston Rockets,1,2,3,33.33
2015,Regular Season,Phoenix Suns,Los Angeles Clippers,1,3,4,25.0
2015,Regular Season,Phoenix Suns,Los Angeles Lakers,2,0,2,100.0
2015,Regular Season,Phoenix Suns,Memphis Grizzlies,0,3,3,0.0
2015,Regular Season,Phoenix Suns,Miami Heat,0,1,1,0.0
2015,Regular Season,Phoenix Suns,Milwaukee Bucks,1,1,2,50.0
2015,Regular Season,Phoenix Suns,Minnesota Timberwolves,4,1,5,80.0
2015,Regular Season,Phoenix Suns,New Orleans Pelicans,2,3,5,40.0
2015,Regular Season,Phoenix Suns,New York Knicks,1,0,1,100.0
2015,Regular Season,Phoenix Suns,Oklahoma City Thunder,1,3,4,25.0
2015,Regular Season,Phoenix Suns,Orlando Magic,2,0,2,100.0
2015,Regular Season,Phoenix Suns,Philadelphia 76ers,1,1,2,50.0
2015,Regular Season,Phoenix Suns,Portland Trail Blazers,3,4,7,42.86
2015,Regular Season,Phoenix Suns,Sacramento Kings,1,2,3,33.33
2015,Regular Season,Phoenix Suns,San Antonio Spurs,0,5,5,0.0
2015,Regular Season,Phoenix Suns,Toronto Raptors,2,0,2,100.0
2015,Regular Season,Phoenix Suns,Utah Jazz,2,1,3,66.67
2015,Regular Season,Phoenix Suns,Washington Wizards,1,1,2,50.0
2015,Regular Season,Portland Trail Blazers,Atlanta Hawks,0,3,3,0.0
