year,gameType,team,opponent,wins,losses,total_games,win_pct
1970,Regular Season,Detroit Pistons,Atlanta Hawks,5,2,7,71.43
1970,Regular Season,Detroit Pistons,Boston Celtics,4,3,7,57.14
1970,Regular Season,Detroit Pistons,Chicago Bulls,4,3,7,57.14
1970,Regular Season,Detroit Pistons,Cleveland Cavaliers,1,0,1,100.0
1970,Regular Season,Detroit Pistons,Golden State Warriors,3,2,5,60.0
1970,Regular Season,Detroit Pistons,Houston Rockets,3,2,5,60.0
1970,Regular Season,Detroit Pistons,Los Angeles Clippers,2,1,3,66.67
1970,Regular Season,Detroit Pistons,Los Angeles Lakers,3,3,6,50.0
1970,Regular Season,Detroit Pistons,Milwaukee Bucks,2,3,5,40.0
1970,Regular Season,Detroit Pistons,New York Knicks,1,5,6,16.67
1970,Regular Season,Detroit Pistons,Oklahoma City Thunder,5,0,5,100.0
1970,Regular Season,Detroit Pistons,Philadelphia 76ers,1,5,6,16.67
1970,Regular Season,Detroit Pistons,Phoenix Suns,3,4,7,42.86
1970,Regular Season,Detroit Pistons,Portland Trail Blazers,1,0,1,100.0
1970,Regular Season,Detroit Pistons,Sacramento Kings,3,4,7,42.86
1970,Regular Season,Golden State Warriors,Atlanta Hawks,4,2,6,66.67
1970,Regular Season,Golden State Warriors,Boston Celtics,4,3,7,57.14
1970,Regular Season,Golden State Warriors,Chicago Bulls,3,3,6,50.0
1970,Regular Season,Golden State Warriors,Cleveland Cavaliers,3,0,3,100.0
1970,Regular Season,Golden State Warriors,Detroit Pistons,2,3,5,40.0
1970,Regular Season,Golden State Warriors,Houston Rockets,2,2,4,50.0
1970,Regular Season,Golden State Warriors,Los Angeles Clippers,1,0,1,100.0
1970,Regular Season,Golden State Warriors,Los Angeles Lakers,1,5,6,16.67
1970,Regular Season,Golden State Warriors,Milwaukee Bucks,0,5,5,0.0
1970,Regular Season,Golden State Warriors,New York Knicks,1,7,8,12.5
1970,Regular Season,Golden State Warriors,Oklahoma City Thunder,1,5,6,16.67
1970,Regular Season,Golden State Warriors,Philadelphia 76ers,2,5,7,28.57
1970,Regular Season,Golden State Warriors,Phoenix Suns,4,4,8,50.0
1970,Regular Season,Golden State Warriors,Portland Trail Blazers,3,0,3,100.0
1970,Regular Season,Golden State Warriors,Sacramento Kings,1,4,5,20.0
1970,Regular Season,Houston Rockets,Atlanta Hawks,3,3,6,50.0
1970,Regular Season,Houston Rockets,Boston Celtics,1,2,3,33.33
1970,Regular Season,Houston Rockets,Chicago Bulls,2,5,7,28.57
1970,Regular Season,Houston Rockets,Cleveland Cavaliers,3,0,3,100.0
1970,Regular Season,Houston Rockets,Detroit Pistons,2,3,5,40.0
1970,Regular Season,Houston Rockets,Golden State Warriors,2,2,4,50.0
1970,Regular Season,Houston Rockets,Los Angeles Clippers,1,0,1,100.0
1970,Regular Season,Houston Rockets,Los Angeles Lakers,2,4,6,33.33
1970,Regular Season,Houston Rockets,Milwaukee Bucks,0,4,4,0.0
1970,Regular Season,Houston Rockets,New York Knicks,1,5,6,16.67
1970,Regular Season,Houston Rockets,Oklahoma City Thunder,5,1,6,83.33
1970,Regular Season,Houston Rockets,Philadelphia 76ers,2,6,8,25.0
1970,Regular Season,Houston Rockets,Phoenix Suns,3,7,10,30.0
1970,Regular Season,Houston Rockets,Portland Trail Blazers,3,0,3,100.0
1970,Regular Season,Houston Rockets,Sacramento Kings,3,2,5,60.0
1970,Regular Season,Los Angeles Clippers,Atlanta Hawks,1,1,2,50.0
1970,Regular Season,Los Angeles Clippers,Boston Celtics,0,4,4,0.0
1970,Regular Season,Los Angeles Clippers,Chicago Bulls,0,3,3,0.0
1970,Regular Season,Los Angeles Clippers,Cleveland Cavaliers,3,3,6,50.0
1970,Regular Season,Los Angeles Clippers,Detroit Pistons,1,2,3,33.33
1970,Regular Season,Los Angeles Clippers,Golden State Warriors,0,1,1,0.0
1970,Regular Season,Los Angeles Clippers,Houston Rockets,0,1,1,0.0
1970,Regular Season,Los Angeles Clippers,Los Angeles Lakers,1,1,2,50.0
1970,Regular Season,Los Angeles Clippers,Milwaukee Bucks,0,2,2,0.0
1970,Regular Season,Los Angeles Clippers,New York Knicks,1,2,3,33.33
1970,Regular Season,Los Angeles Clippers,Oklahoma City Thunder,1,1,2,50.0
1970,Regular Season,Los Angeles Clippers,Philadelphia 76ers,0,4,4,0.0
1970,Regular Season,Los Angeles Clippers,Phoenix Suns,1,1,2,50.0
1970,Regular Season,Los Angeles Clippers,Portland Trail Blazers,2,4,6,33.33
1970,Regular Season,Los Angeles Lakers,Atlanta Hawks,5,3,8,62.5
1970,Regular Season,Los Angeles Lakers,Boston Celtics,4,2,6,66.67
1970,Regular Season,Los Angeles Lakers,Chicago Bulls,3,4,7,42.86
1970,Regular Season,Los Angeles Lakers,Cleveland Cavaliers,1,0,1,100.0
1970,Regular Season,Los Angeles Lakers,Detroit Pistons,3,3,6,50.0
1970,Regular Season,Los Angeles Lakers,Golden State Warriors,5,1,6,83.33
1970,Regular Season,Los Angeles Lakers,Houston Rockets,4,2,6,66.67
1970,Regular Season,Los Angeles Lakers,Los Angeles Clippers,1,1,2,50.0
1970,Regular Season,Los Angeles Lakers,Milwaukee Bucks,2,4,6,33.33
1970,Regular Season,Los Angeles Lakers,New York Knicks,2,2,4,50.0
1970,Regular Season,Los Angeles Lakers,Oklahoma City Thunder,6,1,7,85.71
1970,Regular Season,Los Angeles Lakers,Philadelphia 76ers,3,1,4,75.0
1970,Regular Season,Los Angeles Lakers,Phoenix Suns,4,3,7,57.14
1970,Regular Season,Los Angeles Lakers,Portland Trail Blazers,2,0,2,100.0
1970,Regular Season,Los Angeles Lakers,Sacramento Kings,3,0,3,100.0
1970,Regular Season,Milwaukee Bucks,Atlanta Hawks,3,3,6,50.0
1970,Regular Season,Milwaukee Bucks,Boston Celtics,5,0,5,100.0
1970,Regular Season,Milwaukee Bucks,Chicago Bulls,3,3,6,50.0
1970,Regular Season,Milwaukee Bucks,Cleveland Cavaliers,3,0,3,100.0
1970,Regular Season,Milwaukee Bucks,Detroit Pistons,3,2,5,60.0
1970,Regular Season,Milwaukee Bucks,Golden State Warriors,5,0,5,100.0
1970,Regular Season,Milwaukee Bucks,Houston Rockets,4,0,4,100.0
1970,Regular Season,Milwaukee Bucks,Los Angeles Clippers,2,0,2,100.0
1970,Regular Season,Milwaukee Bucks,Los Angeles Lakers,4,2,6,66.67
1970,Regular Season,Milwaukee Bucks,New York Knicks,2,2,4,50.0
1970,Regular Season,Milwaukee Bucks,Oklahoma City Thunder,4,1,5,80.0
1970,Regular Season,Milwaukee Bucks,Philadelphia 76ers,4,2,6,66.67
1970,Regular Season,Milwaukee Bucks,Phoenix Suns,5,1,6,83.33
1970,Regular Season,Milwaukee Bucks,Portland Trail Blazers,2,0,2,100.0
1970,Regular Season,Milwaukee Bucks,Sacramento Kings,7,1,8,87.5
1970,Regular Season,New York Knicks,Atlanta Hawks,2,3,5,40.0
1970,Regular Season,New York Knicks,Boston Celtics,4,4,8,50.0
1970,Regular Season,New York Knicks,Chicago Bulls,4,1,5,80.0
1970,Regular Season,New York Knicks,Cleveland Cavaliers,3,0,3,100.0
1970,Regular Season,New York Knicks,Detroit Pistons,5,1,6,83.33
1970,Regular Season,New York Knicks,Golden State Warriors,7,1,8,87.5
1970,Regular Season,New York Knicks,Houston Rockets,5,1,6,83.33
1970,Regular Season,New York Knicks,Los Angeles Clippers,2,1,3,66.67
1970,Regular Season,New York Knicks,Los Angeles Lakers,2,2,4,50.0
1970,Regular Season,New York Knicks,Milwaukee Bucks,2,2,4,50.0
1970,Regular Season,New York Knicks,Oklahoma City Thunder,3,3,6,50.0
1970,Regular Season,New York Knicks,Philadelphia 76ers,6,2,8,75.0
1970,Regular Season,New York Knicks,Phoenix Suns,4,0,4,100.0
1970,Regular Season,New York Knicks,Portland Trail Blazers,2,0,2,100.0
1970,Regular Season,New York Knicks,Sacramento Kings,4,2,6,66.67
1970,Regular Season,Oklahoma City Thunder,Atlanta Hawks,3,2,5,60.0
1970,Regular Season,Oklahoma City Thunder,Boston Celtics,3,5,8,37.5
1970,Regular Season,Oklahoma City Thunder,Chicago Bulls,5,2,7,71.43
1970,Regular Season,Oklahoma City Thunder,Cleveland Cavaliers,2,0,2,100.0
1970,Regular Season,Oklahoma City Thunder,Detroit Pistons,0,5,5,0.0
1970,Regular Season,Oklahoma City Thunder,Golden State Warriors,5,1,6,83.33
1970,Regular Season,Oklahoma City Thunder,Houston Rockets,1,5,6,16.67
1970,Regular Season,Oklahoma City Thunder,Los Angeles Clippers,1,1,2,50.0
1970,Regular Season,Oklahoma City Thunder,Los Angeles Lakers,1,6,7,14.29
1970,Regular Season,Oklahoma City Thunder,Milwaukee Bucks,1,4,5,20.0
1970,Regular Season,Oklahoma City Thunder,New York Knicks,3,3,6,50.0
1970,Regular Season,Oklahoma City Thunder,Philadelphia 76ers,4,2,6,66.67
1970,Regular Season,Oklahoma City Thunder,Phoenix Suns,3,3,6,50.0
1970,Regular Season,Oklahoma City Thunder,Portland Trail Blazers,2,0,2,100.0
1970,Regular Season,Oklahoma City Thunder,Sacramento Kings,3,2,5,60.0
1970,Regular Season,Philadelphia 76ers,Atlanta Hawks,3,3,6,50.0
1970,Regular Season,Philadelphia 76ers,Boston Celtics,2,3,5,40.0
1970,Regular Season,Philadelphia 76ers,Chicago Bulls,1,3,4,25.0
1970,Regular Season,Philadelphia 76ers,Cleveland Cavaliers,1,1,2,50.0
1970,Regular Season,Philadelphia 76ers,Detroit Pistons,5,1,6,83.33
1970,Regular Season,Philadelphia 76ers,Golden State Warriors,5,2,7,71.43
1970,Regular Season,Philadelphia 76ers,Houston Rockets,6,2,8,75.0
1970,Regular Season,Philadelphia 76ers,Los Angeles Clippers,4,0,4,100.0
1970,Regular Season,Philadelphia 76ers,Los Angeles Lakers,1,3,4,25.0
1970,Regular Season,Philadelphia 76ers,Milwaukee Bucks,2,4,6,33.33
1970,Regular Season,Philadelphia 76ers,New York Knicks,2,6,8,25.0
1970,Regular Season,Philadelphia 76ers,Oklahoma City Thunder,2,4,6,33.33
1970,Regular Season,Philadelphia 76ers,Phoenix Suns,2,3,5,40.0
1970,Regular Season,Philadelphia 76ers,Portland Trail Blazers,1,0,1,100.0
1970,Regular Season,Philadelphia 76ers,Sacramento Kings,3,2,5,60.0
1970,Regular Season,Phoenix Suns,Atlanta Hawks,6,1,7,85.71
1970,Regular Season,Phoenix Suns,Boston Celtics,4,2,6,66.67
1970,Regular Season,Phoenix Suns,Chicago Bulls,1,4,5,20.0
1970,Regular Season,Phoenix Suns,Cleveland Cavaliers,2,0,2,100.0
1970,Regular Season,Phoenix Suns,Detroit Pistons,4,3,7,57.14
1970,Regular Season,Phoenix Suns,Golden State Warriors,4,4,8,50.0
1970,Regular Season,Phoenix Suns,Houston Rockets,7,3,10,70.0
1970,Regular Season,Phoenix Suns,Los Angeles Clippers,1,1,2,50.0
1970,Regular Season,Phoenix Suns,Los Angeles Lakers,3,4,7,42.86
1970,Regular Season,Phoenix Suns,Milwaukee Bucks,1,5,6,16.67
1970,Regular Season,Phoenix Suns,New York Knicks,0,4,4,0.0
1970,Regular Season,Phoenix Suns,Oklahoma City Thunder,3,3,6,50.0
1970,Regular Season,Phoenix Suns,Philadelphia 76ers,3,2,5,60.0
1970,Regular Season,Phoenix Suns,Portland Trail Blazers,3,0,3,100.0
1970,Regular Season,Phoenix Suns,Sacramento Kings,3,1,4,75.0
1970,Regular Season,Portland Trail Blazers,Atlanta Hawks,1,1,2,50.0
1970,Regular Season,Portland Trail Blazers,Boston Celtics,1,2,3,33.33
1970,Regular Season,Portland Trail Blazers,Chicago Bulls,0,1,1,0.0
1970,Regular Season,Portland Trail Blazers,Cleveland Cavaliers,5,1,6,83.33
1970,Regular Season,Portland Trail Blazers,Detroit Pistons,0,1,1,0.0
1970,Regular Season,Portland Trail Blazers,Golden State Warriors,0,3,3,0.0
1970,Regular Season,Portland Trail Blazers,Houston Rockets,0,3,3,0.0
1970,Regular Season,Portland Trail Blazers,Los Angeles Clippers,4,2,6,66.67
1970,Regular Season,Portland Trail Blazers,Los Angeles Lakers,0,2,2,0.0
1970,Regular Season,Portland Trail Blazers,Milwaukee Bucks,0,2,2,0.0
1970,Regular Season,Portland Trail Blazers,New York Knicks,0,2,2,0.0
1970,Regular Season,Portland Trail Blazers,Oklahoma City Thunder,0,2,2,0.0
1970,Regular Season,Portland Trail Blazers,Philadelphia 76ers,0,1,1,0.0
1970,Regular Season,Portland Trail Blazers,Phoenix Suns,0,3,3,0.0
1970,Regular Season,Portland Trail Blazers,Sacramento Kings,0,1,1,0.0
1970,Regular Season,Sacramento Kings,Atlanta Hawks,4,2,6,66.67
1970,Regular Season,Sacramento Kings,Boston Celtics,1,5,6,16.67
1970,Regular Season,Sacramento Kings,Chicago Bulls,2,5,7,28.57
1970,Regular Season,Sacramento Kings,Cleveland Cavaliers,4,0,4,100.0
1970,Regular Season,Sacramento Kings,Detroit Pistons,4,3,7,57.14
1970,Regular Season,Sacramento Kings,Golden State Warriors,4,1,5,80.0
1970,Regular Season,Sacramento Kings,Houston Rockets,2,3,5,40.0
1970,Regular Season,Sacramento Kings,Los Angeles Lakers,0,3,3,0.0
1970,Regular Season,Sacramento Kings,Milwaukee Bucks,1,7,8,12.5
1970,Regular Season,Sacramento Kings,New York Knicks,2,4,6,33.33
1970,Regular Season,Sacramento Kings,Oklahoma City Thunder,2,3,5,40.0
1970,Regular Season,Sacramento Kings,Philadelphia 76ers,2,3,5,40.0
1970,Regular Season,Sacramento Kings,Phoenix Suns,1,3,4,25.0
1970,Regular Season,Sacramento Kings,Portland Trail Blazers,1,0,1,100.0
1970,Playoffs,Atlanta Hawks,Chicago Bulls,4,1,5,80.0
1970,Playoffs,Atlanta Hawks,Los Angeles Lakers,0,4,4,0.0
1970,Playoffs,Chicago Bulls,Atlanta Hawks,1,4,5,20.0
1970,Playoffs,Los Angeles Lakers,Atlanta Hawks,4,0,4,100.0
1970,Playoffs,Los Angeles Lakers,New York Knicks,3,4,7,42.86
1970,Playoffs,Los Angeles Lakers,Phoenix Suns,4,3,7,57.14
1970,Playoffs,Milwaukee Bucks,New York Knicks,1,4,5,20.0
1970,Playoffs,Milwaukee Bucks,Philadelphia 76ers,4,1,5,80.0
1970,Playoffs,New York Knicks,Los Angeles Lakers,4,3,7,57.14
1970,Playoffs,New York Knicks,Milwaukee Bucks,4,1,5,80.0
1970,Playoffs,Philadelphia 76ers,Milwaukee Bucks,1,4,5,20.0
1970,Playoffs,Phoenix Suns,Los Angeles Lakers,3,4,7,42.86
1971,Regular Season,Atlanta Hawks,Boston Celtics,1,6,7,14.29
1971,Regular Season,Atlanta Hawks,Chicago Bulls,1,4,5,20.0
1971,Regular Season,Atlanta Hawks,Cleveland Cavaliers,3,2,5,60.0
1971,Regular Season,Atlanta Hawks,Detroit Pistons,1,3,4,25.0
1971,Regular Season,Atlanta Hawks,Golden State Warriors,3,1,4,75.0
1971,Regular Season,Atlanta Hawks,Houston Rockets,1,3,4,25.0
1971,Regular Season,Atlanta Hawks,Los Angeles Clippers,3,2,5,60.0
1971,Regular Season,Atlanta Hawks,Los Angeles Lakers,2,2,4,50.0
1971,Regular Season,Atlanta Hawks,Milwaukee Bucks,1,5,6,16.67
1971,Regular Season,Atlanta Hawks,New York Knicks,5,1,6,83.33
1971,Regular Season,Atlanta Hawks,Oklahoma City Thunder,2,2,4,50.0
1971,Regular Season,Atlanta Hawks,Philadelphia 76ers,3,3,6,50.0
1971,Regular Season,Atlanta Hawks,Phoenix Suns,2,2,4,50.0
1971,Regular Season,Atlanta Hawks,Portland Trail Blazers,2,1,3,66.67
1971,Regular Season,Atlanta Hawks,Sacramento Kings,4,2,6,66.67
1971,Regular Season,Boston Celtics,Atlanta Hawks,6,1,7,85.71
1971,Regular Season,Boston Celtics,Chicago Bulls,4,2,6,66.67
1971,Regular Season,Boston Celtics,Cleveland Cavaliers,4,1,5,80.0
1971,Regular Season,Boston Celtics,Detroit Pistons,2,1,3,66.67
1971,Regular Season,Boston Celtics,Golden State Warriors,3,1,4,75.0
1971,Regular Season,Boston Celtics,Houston Rockets,5,2,7,71.43
1971,Regular Season,Boston Celtics,Los Angeles Clippers,3,0,3,100.0
1971,Regular Season,Boston Celtics,Los Angeles Lakers,2,3,5,40.0
1971,Regular Season,Boston Celtics,Milwaukee Bucks,2,4,6,33.33
1971,Regular Season,Boston Celtics,New York Knicks,1,6,7,14.29
1971,Regular Season,Boston Celtics,Oklahoma City Thunder,2,1,3,66.67
1971,Regular Season,Boston Celtics,Philadelphia 76ers,4,2,6,66.67
1971,Regular Season,Boston Celtics,Phoenix Suns,2,3,5,40.0
1971,Regular Season,Boston Celtics,Portland Trail Blazers,1,1,2,50.0
1971,Regular Season,Boston Celtics,Sacramento Kings,5,3,8,62.5
1971,Regular Season,Chicago Bulls,Atlanta Hawks,4,1,5,80.0
1971,Regular Season,Chicago Bulls,Boston Celtics,2,4,6,33.33
1971,Regular Season,Chicago Bulls,Cleveland Cavaliers,4,0,4,100.0
1971,Regular Season,Chicago Bulls,Detroit Pistons,3,2,5,60.0
1971,Regular Season,Chicago Bulls,Golden State Warriors,3,2,5,60.0
1971,Regular Season,Chicago Bulls,Houston Rockets,5,1,6,83.33
1971,Regular Season,Chicago Bulls,Los Angeles Clippers,1,1,2,50.0
1971,Regular Season,Chicago Bulls,Los Angeles Lakers,2,3,5,40.0
1971,Regular Season,Chicago Bulls,Milwaukee Bucks,2,5,7,28.57
1971,Regular Season,Chicago Bulls,New York Knicks,3,1,4,75.0
1971,Regular Season,Chicago Bulls,Oklahoma City Thunder,4,0,4,100.0
1971,Regular Season,Chicago Bulls,Philadelphia 76ers,3,2,5,60.0
1971,Regular Season,Chicago Bulls,Phoenix Suns,5,2,7,71.43
1971,Regular Season,Chicago Bulls,Portland Trail Blazers,6,1,7,85.71
1971,Regular Season,Chicago Bulls,Sacramento Kings,3,0,3,100.0
1971,Regular Season,Cleveland Cavaliers,Atlanta Hawks,2,3,5,40.0
1971,Regular Season,Cleveland Cavaliers,Boston Celtics,1,4,5,20.0
1971,Regular Season,Cleveland Cavaliers,Chicago Bulls,0,4,4,0.0
1971,Regular Season,Cleveland Cavaliers,Detroit Pistons,3,2,5,60.0
1971,Regular Season,Cleveland Cavaliers,Golden State Warriors,1,1,2,50.0
1971,Regular Season,Cleveland Cavaliers,Houston Rockets,1,1,2,50.0
1971,Regular Season,Cleveland Cavaliers,Los Angeles Clippers,5,4,9,55.56
1971,Regular Season,Cleveland Cavaliers,Los Angeles Lakers,0,4,4,0.0
1971,Regular Season,Cleveland Cavaliers,Milwaukee Bucks,0,3,3,0.0
1971,Regular Season,Cleveland Cavaliers,New York Knicks,0,4,4,0.0
1971,Regular Season,Cleveland Cavaliers,Oklahoma City Thunder,0,4,4,0.0
1971,Regular Season,Cleveland Cavaliers,Philadelphia 76ers,2,4,6,33.33
1971,Regular Season,Cleveland Cavaliers,Phoenix Suns,0,4,4,0.0
1971,Regular Season,Cleveland Cavaliers,Portland Trail Blazers,4,6,10,40.0
1971,Regular Season,Cleveland Cavaliers,Sacramento Kings,2,2,4,50.0
1971,Regular Season,Detroit Pistons,Atlanta Hawks,3,1,4,75.0
1971,Regular Season,Detroit Pistons,Boston Celtics,1,2,3,33.33
1971,Regular Season,Detroit Pistons,Chicago Bulls,2,3,5,40.0
1971,Regular Season,Detroit Pistons,Cleveland Cavaliers,2,3,5,40.0
1971,Regular Season,Detroit Pistons,Golden State Warriors,0,7,7,0.0
1971,Regular Season,Detroit Pistons,Houston Rockets,4,2,6,66.67
1971,Regular Season,Detroit Pistons,Los Angeles Clippers,4,0,4,100.0
1971,Regular Season,Detroit Pistons,Los Angeles Lakers,1,3,4,25.0
1971,Regular Season,Detroit Pistons,Milwaukee Bucks,1,6,7,14.29
1971,Regular Season,Detroit Pistons,New York Knicks,2,4,6,33.33
1971,Regular Season,Detroit Pistons,Oklahoma City Thunder,1,3,4,25.0
1971,Regular Season,Detroit Pistons,Philadelphia 76ers,1,3,4,25.0
1971,Regular Season,Detroit Pistons,Phoenix Suns,2,4,6,33.33
1971,Regular Season,Detroit Pistons,Portland Trail Blazers,4,3,7,57.14
1971,Regular Season,Detroit Pistons,Sacramento Kings,2,0,2,100.0
1971,Regular Season,Golden State Warriors,Atlanta Hawks,1,3,4,25.0
1971,Regular Season,Golden State Warriors,Boston Celtics,1,3,4,25.0
1971,Regular Season,Golden State Warriors,Chicago Bulls,2,3,5,40.0
1971,Regular Season,Golden State Warriors,Cleveland Cavaliers,1,1,2,50.0
1971,Regular Season,Golden State Warriors,Detroit Pistons,7,0,7,100.0
1971,Regular Season,Golden State Warriors,Houston Rockets,3,3,6,50.0
1971,Regular Season,Golden State Warriors,Los Angeles Clippers,3,2,5,60.0
1971,Regular Season,Golden State Warriors,Los Angeles Lakers,2,6,8,25.0
1971,Regular Season,Golden State Warriors,Milwaukee Bucks,2,3,5,40.0
1971,Regular Season,Golden State Warriors,New York Knicks,2,3,5,40.0
1971,Regular Season,Golden State Warriors,Oklahoma City Thunder,4,3,7,57.14
1971,Regular Season,Golden State Warriors,Philadelphia 76ers,1,2,3,33.33
1971,Regular Season,Golden State Warriors,Phoenix Suns,1,4,5,20.0
1971,Regular Season,Golden State Warriors,Portland Trail Blazers,1,2,3,33.33
1971,Regular Season,Golden State Warriors,Sacramento Kings,5,1,6,83.33
1971,Regular Season,Houston Rockets,Atlanta Hawks,3,1,4,75.0
1971,Regular Season,Houston Rockets,Boston Celtics,2,5,7,28.57
1971,Regular Season,Houston Rockets,Chicago Bulls,1,5,6,16.67
1971,Regular Season,Houston Rockets,Cleveland Cavaliers,1,1,2,50.0
1971,Regular Season,Houston Rockets,Detroit Pistons,2,4,6,33.33
1971,Regular Season,Houston Rockets,Golden State Warriors,3,3,6,50.0
1971,Regular Season,Houston Rockets,Los Angeles Clippers,4,1,5,80.0
1971,Regular Season,Houston Rockets,Los Angeles Lakers,2,6,8,25.0
1971,Regular Season,Houston Rockets,Milwaukee Bucks,1,4,5,20.0
1971,Regular Season,Houston Rockets,New York Knicks,1,4,5,20.0
1971,Regular Season,Houston Rockets,Oklahoma City Thunder,3,2,5,60.0
1971,Regular Season,Houston Rockets,Philadelphia 76ers,3,2,5,60.0
1971,Regular Season,Houston Rockets,Phoenix Suns,2,3,5,40.0
1971,Regular Season,Houston Rockets,Portland Trail Blazers,2,1,3,66.67
1971,Regular Season,Houston Rockets,Sacramento Kings,2,1,3,66.67
1971,Regular Season,Los Angeles Clippers,Atlanta Hawks,2,3,5,40.0
1971,Regular Season,Los Angeles Clippers,Boston Celtics,0,3,3,0.0
1971,Regular Season,Los Angeles Clippers,Chicago Bulls,1,1,2,50.0
1971,Regular Season,Los Angeles Clippers,Cleveland Cavaliers,4,5,9,44.44
1971,Regular Season,Los Angeles Clippers,Detroit Pistons,0,4,4,0.0
1971,Regular Season,Los Angeles Clippers,Golden State Warriors,2,3,5,40.0
1971,Regular Season,Los Angeles Clippers,Houston Rockets,1,4,5,20.0
1971,Regular Season,Los Angeles Clippers,Los Angeles Lakers,1,4,5,20.0
1971,Regular Season,Los Angeles Clippers,Milwaukee Bucks,0,5,5,0.0
1971,Regular Season,Los Angeles Clippers,New York Knicks,1,2,3,33.33
1971,Regular Season,Los Angeles Clippers,Oklahoma City Thunder,0,4,4,0.0
1971,Regular Season,Los Angeles Clippers,Philadelphia 76ers,1,1,2,50.0
1971,Regular Season,Los Angeles Clippers,Phoenix Suns,0,4,4,0.0
1971,Regular Season,Los Angeles Clippers,Portland Trail Blazers,6,3,9,66.67
1971,Regular Season,Los Angeles Clippers,Sacramento Kings,2,4,6,33.33
1971,Regular Season,Los Angeles Lakers,Atlanta Hawks,2,2,4,50.0
1971,Regular Season,Los Angeles Lakers,Boston Celtics,3,2,5,60.0
1971,Regular Season,Los Angeles Lakers,Chicago Bulls,3,2,5,60.0
1971,Regular Season,Los Angeles Lakers,Cleveland Cavaliers,4,0,4,100.0
1971,Regular Season,Los Angeles Lakers,Detroit Pistons,3,1,4,75.0
1971,Regular Season,Los Angeles Lakers,Golden State Warriors,6,2,8,75.0
1971,Regular Season,Los Angeles Lakers,Houston Rockets,6,2,8,75.0
1971,Regular Season,Los Angeles Lakers,Los Angeles Clippers,4,1,5,80.0
1971,Regular Season,Los Angeles Lakers,Milwaukee Bucks,2,2,4,50.0
