year,date,team_a,team_b,score_a,score_b,venue,notes
1972,11/11,Alabama,Louisiana State,35,21,"@ Birmingham, AL",
1972,12/2,Alabama,Auburn,16,17,"@ Birmingham, AL",
1972,1/1,Alabama,Texas,13,17,"@ Dallas, TX",Cotton Bowl
1971,9/18,Alabama,Southern Mississippi,42,6,,
1971,9/25,Alabama,Florida,38,0,,
1971,10/2,Alabama,Mississippi,40,6,"@ Birmingham, AL",
1971,10/9,Alabama,Vanderbilt,42,0,,
1971,10/16,Alabama,Tennessee,32,15,"@ Birmingham, AL",
1971,10/30,Alabama,Mississippi State,41,10,"@ Jackson, MS",
1971,11/6,Alabama,Louisiana State,14,7,,
1971,11/27,Alabama,Auburn,31,7,"@ Birmingham, AL",
1970,9/26,Alabama,Florida,46,15,,
1970,10/3,Alabama,Mississippi,23,48,"@ Jackson, MS",
1970,10/10,Alabama,Vanderbilt,35,11,,
1970,10/17,Alabama,Tennessee,0,24,,
1970,10/31,Alabama,Mississippi State,35,6,,
1970,11/7,Alabama,Louisiana State,9,14,"@ Birmingham, AL",
1970,11/28,Alabama,Auburn,28,33,"@ Birmingham, AL",
1970,12/31,Alabama,Oklahoma,24,24,"@ Houston, TX",Bluebonnet Bowl
1969,9/27,Alabama,Southern Mississippi,63,14,,
1969,10/4,Alabama,Mississippi,33,32,"@ Birmingham, AL",
1969,10/11,Alabama,Vanderbilt,10,14,,
1969,10/18,Alabama,Tennessee,14,41,"@ Birmingham, AL",
1969,11/1,Alabama,Mississippi State,23,19,"@ Jackson, MS",
1969,11/8,Alabama,Louisiana State,15,20,,
1969,11/29,Alabama,Auburn,26,49,"@ Birmingham, AL",
1968,9/28,Alabama,Southern Mississippi,17,14,"@ Mobile, AL",
1968,10/5,Alabama,Mississippi,8,10,"@ Jackson, MS",
1968,10/12,Alabama,Vanderbilt,31,7,,
1968,10/19,Alabama,Tennessee,9,10,,
1968,11/2,Alabama,Mississippi State,20,13,,
1968,11/9,Alabama,Louisiana State,16,7,"@ Birmingham, AL",
1968,11/30,Alabama,Auburn,24,16,"@ Birmingham, AL",
1968,12/28,Alabama,Missouri,10,35,"@ Jacksonville, FL",Gator Bowl
1967,9/30,Alabama,Southern Mississippi,25,3,"@ Mobile, AL",
1967,10/7,Alabama,Mississippi,21,7,"@ Birmingham, AL",
1967,10/14,Alabama,Vanderbilt,35,21,,
1967,10/21,Alabama,Tennessee,13,24,"@ Birmingham, AL",
1967,11/4,Alabama,Mississippi State,13,0,,
1967,11/11,Alabama,Louisiana State,7,6,,
1967,11/18,Alabama,South Carolina,17,0,,
1967,12/2,Alabama,Auburn,7,3,"@ Birmingham, AL",
1967,1/1,Alabama,Texas A&M,16,20,"@ Dallas, TX",Cotton Bowl
1966,9/24,Alabama,Louisiana Tech,34,0,"@ Birmingham, AL",
1966,10/1,Alabama,Mississippi,17,7,"@ Jackson, MS",
1966,10/15,Alabama,Tennessee,11,10,,
1966,10/22,Alabama,Vanderbilt,42,6,"@ Birmingham, AL",
1966,10/29,Alabama,Mississippi State,27,14,,
1966,11/5,Alabama,Louisiana State,21,0,"@ Birmingham, AL",
1966,11/12,Alabama,South Carolina,24,0,,
1966,11/26,Alabama,Southern Mississippi,34,0,"@ Mobile, AL",
1966,12/3,Alabama,Auburn,31,0,"@ Birmingham, AL",
1965,9/18,Alabama,Georgia,17,18,,
1965,9/25,Alabama,Tulane,27,0,"@ Mobile, AL",
1965,10/2,Alabama,Mississippi,17,16,"@ Birmingham, AL",
1965,10/9,Alabama,Vanderbilt,22,7,,
1965,10/16,Alabama,Tennessee,7,7,"@ Birmingham, AL",
1965,10/30,Alabama,Mississippi State,10,7,"@ Jackson, MS",
1965,11/6,Alabama,Louisiana State,31,7,,
1965,11/13,Alabama,South Carolina,35,14,,
1965,11/27,Alabama,Auburn,30,3,"@ Birmingham, AL",
1964,9/19,Alabama,Georgia,31,3,,
1964,9/26,Alabama,Tulane,36,6,"@ Mobile, AL",
1964,10/3,Alabama,Vanderbilt,24,0,"@ Birmingham, AL",
1964,10/17,Alabama,Tennessee,19,8,,
1964,10/24,Alabama,Florida,17,14,,
1964,10/31,Alabama,Mississippi State,23,6,"@ Jackson, MS",
1964,11/7,Alabama,Louisiana State,17,9,"@ Birmingham, AL",
1964,11/26,Alabama,Auburn,21,14,"@ Birmingham, AL",
1964,1/1,Alabama,Texas,17,21,"@ Miami, FL",Orange Bowl
1963,9/21,Alabama,Georgia,32,7,,
1963,9/28,Alabama,Tulane,28,0,"@ Mobile, AL",
1963,10/5,Alabama,Vanderbilt,21,6,,
1963,10/12,Alabama,Florida,6,10,,
1963,10/19,Alabama,Tennessee,35,0,"@ Birmingham, AL",
1963,11/2,Alabama,Mississippi State,20,19,,
1963,11/30,Alabama,Auburn,8,10,"@ Birmingham, AL",
1963,1/1,Alabama,Mississippi,12,7,"@ New Orleans, LA",Sugar Bowl
1962,9/22,Alabama,Georgia,35,0,"@ Birmingham, AL",
1962,9/28,Alabama,Tulane,44,6,,
1962,10/6,Alabama,Vanderbilt,17,7,"@ Birmingham, AL",
1962,10/20,Alabama,Tennessee,27,7,,
1962,10/27,Alabama,Tulsa,35,6,,
1962,11/3,Alabama,Mississippi State,20,0,,
1962,12/1,Alabama,Auburn,38,0,"@ Birmingham, AL",
1962,1/1,Alabama,Oklahoma,17,0,"@ Miami, FL",Orange Bowl
1961,9/23,Alabama,Georgia,32,6,,
1961,9/30,Alabama,Tulane,9,0,"@ Mobile, AL",
1961,10/7,Alabama,Vanderbilt,35,6,,
1961,10/21,Alabama,Tennessee,34,3,"@ Birmingham, AL",
1961,11/4,Alabama,Mississippi State,24,0,,
1961,11/11,Alabama,Richmond,66,0,,
1961,12/2,Alabama,Auburn,34,0,"@ Birmingham, AL",
1961,1/1,Alabama,Arkansas,10,3,"@ New Orleans, LA",Sugar Bowl
1960,9/17,Alabama,Georgia,21,6,"@ Birmingham, AL",
1960,9/24,Alabama,Tulane,6,6,,
1960,10/1,Alabama,Vanderbilt,21,0,"@ Birmingham, AL",
1960,10/15,Alabama,Tennessee,7,20,,
1960,10/29,Alabama,Mississippi State,7,0,,
1960,11/5,Alabama,Furman,51,0,,
1960,11/19,Alabama,Tampa,34,6,,
1960,11/26,Alabama,Auburn,3,0,"@ Birmingham, AL",
1960,12/17,Alabama,Texas,3,3,"@ Houston, TX",Bluebonnet Bowl
1959,9/19,Alabama,Georgia,3,17,,
1959,10/3,Alabama,Vanderbilt,7,7,,
1959,10/10,Alabama,Tennessee-Chattanooga,13,0,,
1959,10/17,Alabama,Tennessee,7,7,"@ Birmingham, AL",
1959,10/31,Alabama,Mississippi State,10,0,,
1959,11/7,Alabama,Tulane,19,7,"@ Mobile, AL",
1959,11/21,Alabama,Memphis,14,7,,
1959,11/28,Alabama,Auburn,10,0,"@ Birmingham, AL",
1958,9/27,Alabama,Louisiana State,3,13,"@ Mobile, AL",
1958,10/4,Alabama,Vanderbilt,0,0,"@ Birmingham, AL",
1958,10/11,Alabama,Furman,29,6,,
1958,10/18,Alabama,Tennessee,7,14,,
1958,10/25,Alabama,Mississippi State,9,7,,
1958,11/1,Alabama,Georgia,12,0,,
1958,11/7,Alabama,Tulane,7,13,,
1958,11/22,Alabama,Memphis,14,0,,
1958,11/29,Alabama,Auburn,8,14,"@ Birmingham, AL",
1957,9/28,Alabama,Louisiana State,0,28,,
1957,10/5,Alabama,Vanderbilt,6,6,,
1957,10/19,Alabama,Tennessee,0,14,"@ Birmingham, AL",
1957,10/26,Alabama,Mississippi State,13,25,,
1957,11/2,Alabama,Georgia,14,13,,
1957,11/9,Alabama,Tulane,0,7,"@ Mobile, AL",
1957,11/23,Alabama,Southern Mississippi,29,2,,
1957,11/30,Alabama,Auburn,0,40,"@ Birmingham, AL",
1956,9/22,Alabama,Rice,13,20,,
1956,10/6,Alabama,Vanderbilt,7,32,"@ Mobile, AL",
1956,10/20,Alabama,Tennessee,0,24,,
1956,10/27,Alabama,Mississippi State,13,12,,
1956,11/3,Alabama,Georgia,13,16,"@ Birmingham, AL",
1956,11/10,Alabama,Tulane,13,7,,
1956,11/24,Alabama,Southern Mississippi,13,13,,
1956,12/1,Alabama,Auburn,7,34,"@ Birmingham, AL",
1955,9/24,Alabama,Rice,0,20,,
1955,10/1,Alabama,Vanderbilt,6,21,,
1955,10/15,Alabama,Tennessee,0,20,"@ Birmingham, AL",
1955,10/22,Alabama,Mississippi State,7,26,,
1955,10/29,Alabama,Georgia,14,35,,
1955,11/5,Alabama,Tulane,7,27,"@ Mobile, AL",
1955,11/26,Alabama,Auburn,0,26,"@ Birmingham, AL",
1954,9/17,Alabama,Southern Mississippi,2,7,"@ Montgomery, AL",
1954,9/25,Alabama,Louisiana State,12,0,,
1954,10/2,Alabama,Vanderbilt,28,14,"@ Mobile, AL",
1954,10/9,Alabama,Tulsa,40,0,,
1954,10/16,Alabama,Tennessee,27,0,,
1954,10/23,Alabama,Mississippi State,7,12,,
1954,10/30,Alabama,Georgia,0,0,"@ Birmingham, AL",
1954,11/6,Alabama,Tulane,0,0,,
1954,11/27,Alabama,Auburn,0,28,"@ Birmingham, AL",
1953,9/18,Alabama,Southern Mississippi,19,25,"@ Montgomery, AL",
1953,9/26,Alabama,Louisiana State,7,7,"@ Mobile, AL",
1953,10/3,Alabama,Vanderbilt,21,12,,
1953,10/10,Alabama,Tulsa,41,13,,
1953,10/17,Alabama,Tennessee,0,0,"@ Birmingham, AL",
1953,10/24,Alabama,Mississippi State,7,7,,
1953,10/31,Alabama,Georgia,33,12,,
1953,11/7,Alabama,Tennessee-Chattanooga,21,14,,
1953,11/28,Alabama,Auburn,10,7,"@ Birmingham, AL",
1953,1/1,Alabama,Rice,6,28,"@ Dallas, TX",Cotton Bowl
1952,9/19,Alabama,Southern Mississippi,20,6,"@ Montgomery, AL",
1952,9/27,Alabama,Louisiana State,21,20,,
1952,10/18,Alabama,Tennessee,0,20,,
1952,10/25,Alabama,Mississippi State,42,19,,
1952,11/1,Alabama,Georgia,34,19,"@ Birmingham, AL",
1952,11/8,Alabama,Tennessee-Chattanooga,42,28,,
1952,11/29,Alabama,Auburn,21,0,"@ Birmingham, AL",
1951,9/21,Alabama,Delta State,89,0,"@ Montgomery, AL",
1951,9/29,Alabama,Louisiana State,7,13,"@ Mobile, AL",
1951,10/6,Alabama,Vanderbilt,20,22,,
1951,10/12,Alabama,Villanova,18,41,,
1951,10/20,Alabama,Tennessee,13,27,"@ Birmingham, AL",
1951,10/27,Alabama,Mississippi State,7,0,,
1951,11/3,Alabama,Georgia,16,14,,
1951,11/10,Alabama,Southern Mississippi,40,7,,
1951,11/24,Alabama,Florida,21,30,,
1951,12/2,Alabama,Auburn,25,7,"@ Birmingham, AL",
1950,9/23,Alabama,Tennessee-Chattanooga,27,0,"@ Birmingham, AL",
1950,9/30,Alabama,Tulane,26,14,,
1950,10/7,Alabama,Vanderbilt,22,27,"@ Mobile, AL",
1950,10/13,Alabama,Furman,34,6,,
1950,10/21,Alabama,Tennessee,9,14,,
1950,10/28,Alabama,Mississippi State,14,7,,
1950,11/4,Alabama,Georgia,14,7,"@ Birmingham, AL",
1950,11/11,Alabama,Southern Mississippi,53,0,,
1950,11/25,Alabama,Florida,41,13,"@ Jacksonville, FL",
1950,12/2,Alabama,Auburn,34,0,"@ Birmingham, AL",
1949,9/24,Alabama,Tulane,14,28,"@ Mobile, AL",
1949,10/1,Alabama,Vanderbilt,7,14,,
1949,10/7,Alabama,Duquesne,48,8,,
1949,10/15,Alabama,Tennessee,7,7,"@ Birmingham, AL",
1949,10/22,Alabama,Mississippi State,35,6,,
1949,10/29,Alabama,Georgia,14,7,,
1949,11/19,Alabama,Southern Mississippi,34,26,,
1949,11/26,Alabama,Florida,35,13,,
1949,12/3,Alabama,Auburn,13,14,"@ Birmingham, AL",
1948,9/25,Alabama,Tulane,14,21,,
1948,10/2,Alabama,Vanderbilt,14,14,"@ Mobile, AL",
1948,10/8,Alabama,Duquesne,48,6,,
1948,10/16,Alabama,Tennessee,6,21,,
1948,10/23,Alabama,Mississippi State,10,7,,
1948,10/30,Alabama,Georgia,0,35,"@ Birmingham, AL",
1948,11/6,Alabama,Southern Mississippi,27,0,,
1948,11/20,Alabama,Louisiana State,6,26,,
1948,11/27,Alabama,Florida,34,28,,
1948,12/4,Alabama,Auburn,55,0,"@ Birmingham, AL",
1947,9/20,Alabama,Southern Mississippi,34,7,"@ Birmingham, AL",
1947,9/27,Alabama,Tulane,20,21,,
1947,10/4,Alabama,Vanderbilt,7,14,,
1947,10/11,Alabama,Duquesne,26,0,,
1947,10/18,Alabama,Tennessee,10,0,"@ Birmingham, AL",
1947,10/25,Alabama,Georgia,17,7,,
1947,11/1,Alabama,Kentucky,13,0,,
1947,11/22,Alabama,Louisiana State,41,12,,
1947,1/1,Alabama,Texas,7,27,"@ New Orleans, LA",Sugar Bowl
1946,9/20,Alabama,Furman,26,7,"@ Birmingham, AL",
1946,9/28,Alabama,Tulane,7,6,,
1946,10/5,Alabama,South Carolina,14,6,,
1946,10/12,Alabama,Louisiana-Lafayette,54,0,,
1946,10/19,Alabama,Tennessee,0,12,,
1946,10/26,Alabama,Kentucky,21,7,"@ Montgomery, AL",
1946,11/2,Alabama,Georgia,0,14,,
1946,11/9,Alabama,Louisiana State,21,31,,
1946,11/16,Alabama,Vanderbilt,12,7,"@ Birmingham, AL",
1946,11/30,Alabama,Mississippi State,24,7,,
1945,9/29,Alabama,Keesler Field,21,0,,
1945,10/6,Alabama,Louisiana State,26,7,,
1945,10/13,Alabama,South Carolina,55,0,"@ Montgomery, AL",
1945,10/20,Alabama,Tennessee,25,7,"@ Birmingham, AL",
1945,10/27,Alabama,Georgia,28,14,"@ Birmingham, AL",
1945,11/3,Alabama,Kentucky,60,19,"@ Louisville, KY",
1945,11/17,Alabama,Vanderbilt,71,0,,
1945,11/24,Alabama,Pensacola NAS,55,6,,
1945,12/1,Alabama,Mississippi State,55,13,,
1944,9/30,Alabama,Louisiana State,27,27,,
1944,10/7,Alabama,Samford,63,7,,
1944,10/14,Alabama,Millsaps,55,0,,
1944,10/21,Alabama,Tennessee,0,0,,
1944,10/27,Alabama,Kentucky,41,0,"@ Montgomery, AL",
1944,11/4,Alabama,Georgia,7,14,"@ Birmingham, AL",
1944,11/11,Alabama,Mississippi,34,6,"@ Mobile, AL",
1944,11/18,Alabama,Mississippi State,19,0,,
1942,9/25,Alabama,Louisiana-Lafayette,54,0,"@ Montgomery, AL",
1942,10/3,Alabama,Mississippi State,21,6,,
1942,10/10,Alabama,Pensacola NAS,27,0,"@ Mobile, AL",
1942,10/17,Alabama,Tennessee,8,0,"@ Birmingham, AL",
1942,10/24,Alabama,Kentucky,14,0,,
1942,10/31,Alabama,Georgia,10,21,"@ Atlanta, GA",
1942,11/7,Alabama,South Carolina,29,0,,
1942,11/21,Alabama,Vanderbilt,27,7,"@ Birmingham, AL",
1942,11/28,Alabama,Georgia Pre-Flight,19,35,,
1941,9/27,Alabama,Louisiana-Lafayette,47,6,,
1941,10/4,Alabama,Mississippi State,0,14,,
1941,10/11,Alabama,Samford,61,0,,
1941,10/18,Alabama,Tennessee,9,2,,
1941,10/25,Alabama,Georgia,27,14,"@ Birmingham, AL",
1941,11/1,Alabama,Kentucky,30,0,,
1941,11/8,Alabama,Tulane,19,14,,
1941,11/22,Alabama,Vanderbilt,0,7,,
1941,1/1,Alabama,Texas A&M,29,21,"@ Dallas, TX",Cotton Bowl
1940,9/27,Alabama,Spring Hill,26,0,,
1940,10/5,Alabama,Mercer,20,0,,
1940,10/12,Alabama,Samford,31,0,,
1940,10/19,Alabama,Tennessee,12,27,"@ Birmingham, AL",
1940,11/2,Alabama,Kentucky,25,0,,
1940,11/9,Alabama,Tulane,13,6,"@ Birmingham, AL",
1940,11/23,Alabama,Vanderbilt,25,21,"@ Birmingham, AL",
1940,11/30,Alabama,Mississippi State,0,13,,
1939,9/30,Alabama,Samford,21,0,,
1939,10/7,Alabama,Fordham,7,6,"@ New York, NY",
1939,10/14,Alabama,Mercer,20,0,,
1939,10/21,Alabama,Tennessee,0,21,,
1939,10/28,Alabama,Mississippi State,7,0,,
1939,11/4,Alabama,Kentucky,7,7,"@ Birmingham, AL",
1939,11/11,Alabama,Tulane,0,13,,
1939,11/30,Alabama,Vanderbilt,39,0,,
1938,10/1,Alabama,Samford,34,0,,
1938,10/15,Alabama,Tennessee,0,13,"@ Birmingham, AL",
1938,10/22,Alabama,Sewanee,32,0,,
1938,10/29,Alabama,Kentucky,26,6,,
1938,11/5,Alabama,Tulane,3,0,"@ Birmingham, AL",
1938,11/24,Alabama,Vanderbilt,7,0,"@ Birmingham, AL",
1937,9/25,Alabama,Samford,41,0,,
1937,10/2,Alabama,Sewanee,65,0,"@ Birmingham, AL",
1937,10/9,Alabama,South Carolina,20,0,,
1937,10/16,Alabama,Tennessee,14,7,,
1937,10/23,Alabama,George Washington,19,0,,
1937,10/30,Alabama,Kentucky,41,0,,
1937,11/6,Alabama,Tulane,9,6,,
1937,11/25,Alabama,Vanderbilt,9,7,,
1936,9/26,Alabama,Samford,34,0,,
1936,10/10,Alabama,Mississippi State,7,0,,
1936,10/17,Alabama,Tennessee,0,0,"@ Birmingham, AL",
1936,10/24,Alabama,Loyola (New Orleans),13,6,,
1936,10/31,Alabama,Kentucky,14,0,,
1936,11/7,Alabama,Tulane,34,7,"@ Birmingham, AL",
1936,11/25,Alabama,Vanderbilt,14,6,"@ Birmingham, AL",
1935,9/28,Alabama,Samford,7,7,,
1935,10/5,Alabama,George Washington,39,0,,
1935,10/12,Alabama,Mississippi State,7,20,,
1935,10/19,Alabama,Tennessee,25,0,,
1935,10/26,Alabama,Georgia,17,7,,
1935,11/2,Alabama,Kentucky,13,0,"@ Birmingham, AL",
1935,11/28,Alabama,Vanderbilt,6,14,,
1934,9/29,Alabama,Samford,24,0,,
1934,10/5,Alabama,Sewanee,35,6,"@ Montgomery, AL",
1934,10/13,Alabama,Mississippi State,41,0,,
1934,10/20,Alabama,Tennessee,13,6,"@ Birmingham, AL",
1934,10/27,Alabama,Georgia,26,6,"@ Birmingham, AL",
1934,11/3,Alabama,Kentucky,34,14,,
1934,11/29,Alabama,Vanderbilt,34,0,"@ Birmingham, AL",
1933,9/30,Alabama,Oglethorpe,34,0,,
1933,10/7,Alabama,Mississippi,0,0,"@ Birmingham, AL",
1933,10/14,Alabama,Mississippi State,18,0,,
1933,10/21,Alabama,Tennessee,12,6,,
1933,10/28,Alabama,Fordham,0,2,"@ New York, NY",
1933,11/4,Alabama,Kentucky,20,0,"@ Birmingham, AL",
1933,11/30,Alabama,Vanderbilt,7,0,,
1932,9/24,Alabama,Rhodes,45,6,,
1932,10/1,Alabama,Mississippi State,53,0,"@ Montgomery, AL",
1932,10/8,Alabama,George Washington,28,6,,
1932,10/15,Alabama,Tennessee,3,7,"@ Birmingham, AL",
1932,10/22,Alabama,Mississippi,24,13,,
1932,10/29,Alabama,Kentucky,12,7,,
1932,11/24,Alabama,Vanderbilt,20,0,"@ Birmingham, AL",
1932,12/5,Alabama,St. Mary's,6,0,"@ San Francisco, CA",
1931,9/26,Alabama,Samford,42,6,,
1931,10/3,Alabama,Mississippi,55,6,,
1931,10/10,Alabama,Mississippi State,53,0,"@ Meridian, MS",
1931,10/17,Alabama,Tennessee,0,25,,
1931,10/24,Alabama,Sewanee,33,0,"@ Birmingham, AL",
1931,10/31,Alabama,Kentucky,9,7,,
1931,11/7,Alabama,Florida,41,0,"@ Birmingham, AL",
1931,11/26,Alabama,Vanderbilt,14,6,,
1931,12/2,Alabama,Tennessee-Chattanooga,49,0,,
1930,9/27,Alabama,Samford,43,0,,
1930,10/4,Alabama,Mississippi,64,0,,
1930,10/11,Alabama,Sewanee,25,0,"@ Birmingham, AL",
1930,10/18,Alabama,Tennessee,18,6,,
1930,10/25,Alabama,Vanderbilt,12,7,"@ Birmingham, AL",
1930,11/1,Alabama,Kentucky,19,0,,
1930,11/8,Alabama,Florida,20,0,,
1930,11/15,Alabama,Louisiana State,33,0,"@ Montgomery, AL",
1930,11/27,Alabama,Georgia,13,0,"@ Birmingham, AL",
1930,1/1,Alabama,Washington State,24,0,"@ Pasadena, CA",Rose Bowl
1929,9/28,Alabama,Mississippi College,55,0,,
1929,10/5,Alabama,Mississippi,22,7,,
1929,10/12,Alabama,Tennessee-Chattanooga,46,0,,
1929,10/19,Alabama,Tennessee,0,6,,
1929,10/26,Alabama,Sewanee,35,7,"@ Birmingham, AL",
1929,11/2,Alabama,Vanderbilt,0,13,,
1929,11/9,Alabama,Kentucky,24,13,"@ Montgomery, AL",
1929,11/28,Alabama,Georgia,0,12,"@ Birmingham, AL",
1928,10/6,Alabama,Mississippi,27,0,,
1928,10/13,Alabama,Mississippi State,46,0,,
1928,10/20,Alabama,Tennessee,13,15,,
1928,10/27,Alabama,Sewanee,42,12,"@ Birmingham, AL",
1928,11/10,Alabama,Kentucky,14,0,"@ Montgomery, AL",
1928,11/29,Alabama,Georgia,19,0,"@ Birmingham, AL",
1928,12/8,Alabama,Louisiana State,13,0,"@ Birmingham, AL",
1927,9/24,Alabama,Millsaps,46,0,,
1927,9/30,Alabama,Rhodes,31,0,,
1927,10/8,Alabama,Louisiana State,0,0,"@ Birmingham, AL",
1927,10/22,Alabama,Sewanee,24,0,"@ Birmingham, AL",
1927,10/29,Alabama,Mississippi State,13,7,,
1927,11/5,Alabama,Kentucky,21,6,"@ Birmingham, AL",
1927,11/12,Alabama,Florida,6,13,"@ Montgomery, AL",
1927,11/27,Alabama,Georgia,6,20,"@ Birmingham, AL",
1927,12/3,Alabama,Vanderbilt,7,14,"@ Birmingham, AL",
1926,9/24,Alabama,Millsaps,54,0,,
1926,10/2,Alabama,Vanderbilt,19,7,,
1926,10/9,Alabama,Mississippi State,26,7,"@ Meridian, MS",
1926,10/23,Alabama,Sewanee,2,0,"@ Birmingham, AL",
1926,10/30,Alabama,Louisiana State,24,0,,
1926,11/6,Alabama,Kentucky,14,0,"@ Birmingham, AL",
1926,11/13,Alabama,Florida,49,0,"@ Montgomery, AL",
1926,11/25,Alabama,Georgia,33,6,"@ Birmingham, AL",
1925,9/26,Alabama,Union (Tennessee),53,0,,
1925,10/2,Alabama,Birmingham-Southern,50,7,,
1925,10/10,Alabama,Louisiana State,42,0,,
1925,10/17,Alabama,Sewanee,27,0,"@ Birmingham, AL",
1925,10/31,Alabama,Mississippi State,6,0,,
1925,11/7,Alabama,Kentucky,31,0,"@ Birmingham, AL",
1925,11/14,Alabama,Florida,34,0,"@ Montgomery, AL",
1925,11/26,Alabama,Georgia,27,0,"@ Birmingham, AL",
1924,9/27,Alabama,Union (Tennessee),55,0,,
1924,10/4,Alabama,Furman,20,0,,
1924,10/11,Alabama,Mississippi College,51,0,,
1924,10/18,Alabama,Sewanee,14,0,"@ Birmingham, AL",
1924,11/1,Alabama,Mississippi,61,0,"@ Montgomery, AL",
1924,11/8,Alabama,Kentucky,42,7,,
1924,11/15,Alabama,Centre,0,17,"@ Birmingham, AL",
1924,11/27,Alabama,Georgia,33,0,"@ Birmingham, AL",
1923,9/29,Alabama,Union (Tennessee),12,0,,
1923,10/6,Alabama,Mississippi,56,0,,
1923,10/20,Alabama,Sewanee,7,0,"@ Birmingham, AL",
1923,10/27,Alabama,Spring Hill,59,0,,
1923,11/10,Alabama,Kentucky,16,8,,
1923,11/16,Alabama,Louisiana State,30,3,"@ Montgomery, AL",
1923,11/24,Alabama,Georgia,36,0,"@ Montgomery, AL",
1923,11/29,Alabama,Florida,6,16,"@ Birmingham, AL",
1922,9/30,Alabama,Marion,110,0,,
1922,10/7,Alabama,Oglethorpe,41,0,,
1922,10/21,Alabama,Sewanee,7,7,"@ Birmingham, AL",
1922,10/28,Alabama,Texas,10,19,,
1922,11/4,Alabama,Pennsylvania,9,7,,
1922,11/10,Alabama,Louisiana State,47,3,,
1922,11/18,Alabama,Kentucky,0,6,,
1922,11/25,Alabama,Georgia,10,6,"@ Montgomery, AL",
1922,11/30,Alabama,Mississippi State,59,0,"@ Birmingham, AL",
1921,9/24,Alabama,Samford,34,14,,
1921,10/1,Alabama,Spring Hill,27,7,,
1921,10/8,Alabama,Marion,55,0,,
1921,10/15,Alabama,Bryson,95,0,,
1921,10/22,Alabama,Sewanee,0,17,"@ Birmingham, AL",
1921,10/29,Alabama,Louisiana State,7,7,"@ New Orleans, LA",
1921,11/5,Alabama,Vanderbilt,0,14,"@ Birmingham, AL",
1921,11/11,Alabama,Florida,2,9,,
1921,11/19,Alabama,Georgia,0,22,"@ Atlanta, GA",
1921,11/24,Alabama,Mississippi State,7,7,"@ Birmingham, AL",
1921,12/3,Alabama,Tulane,14,7,,
1920,9/25,Alabama,Southern Military Academy,59,0,,
1920,10/2,Alabama,Marion,49,0,,
1920,10/9,Alabama,Birmingham-Southern,45,0,,
1920,10/16,Alabama,Mississippi College,57,0,,
1920,10/23,Alabama,Samford,33,0,,
1920,10/30,Alabama,Sewanee,21,0,"@ Birmingham, AL",
1920,11/6,Alabama,Vanderbilt,14,7,"@ Birmingham, AL",
1920,11/13,Alabama,Louisiana State,21,0,,
1920,11/20,Alabama,Georgia,14,21,"@ Atlanta, GA",
1920,11/25,Alabama,Mississippi State,24,7,"@ Birmingham, AL",
1920,11/27,Alabama,Case,40,0,,
1919,10/4,Alabama,Birmingham-Southern,27,0,,
1919,10/11,Alabama,Mississippi,49,0,,
1919,10/18,Alabama,Samford,48,0,,
1919,10/24,Alabama,Marion,61,0,,
1919,11/1,Alabama,Sewanee,40,0,"@ Birmingham, AL",
1919,11/8,Alabama,Vanderbilt,12,16,,
1919,11/15,Alabama,Louisiana State,23,0,,
1919,11/22,Alabama,Georgia,6,0,"@ Atlanta, GA",
1919,11/27,Alabama,Mississippi State,14,6,"@ Birmingham, AL",
1917,10/3,Alabama,Ohio Am. Corp.,7,0,"@ Montgomery, AL",
1917,10/12,Alabama,Marion,13,0,,
1917,10/20,Alabama,Mississippi College,46,0,,
1917,10/27,Alabama,Mississippi,64,0,,
1917,11/3,Alabama,Sewanee,3,3,"@ Birmingham, AL",
1917,11/10,Alabama,Vanderbilt,2,7,"@ Birmingham, AL",
1917,11/17,Alabama,Kentucky,27,0,,
1917,11/29,Alabama,Camp Gordon,6,19,"@ Birmingham, AL",
1916,9/30,Alabama,Birmingham,13,0,,
1916,10/7,Alabama,Alabama Southern,80,0,,
1916,10/14,Alabama,Mississippi College,13,7,,
1916,10/21,Alabama,Florida,16,0,"@ Jacksonville, FL",
1916,10/28,Alabama,Mississippi,27,0,,
1916,11/4,Alabama,Sewanee,7,6,"@ Birmingham, AL",
1916,11/18,Alabama,Tulane,0,33,,
1916,11/30,Alabama,Georgia,0,3,"@ Birmingham, AL",
1915,10/2,Alabama,Samford,44,0,,
1915,10/9,Alabama,Birmingham,67,0,,
1915,10/16,Alabama,Mississippi College,40,0,,
1915,10/23,Alabama,Tulane,16,0,,
1915,10/30,Alabama,Sewanee,23,10,"@ Birmingham, AL",
1915,11/13,Alabama,Texas,0,20,,
1915,11/25,Alabama,Mississippi,53,0,"@ Birmingham, AL",
1914,10/3,Alabama,Samford,13,0,,
1914,10/10,Alabama,Birmingham,54,0,,
1914,10/24,Alabama,Tennessee,7,17,,
1914,10/31,Alabama,Tulane,58,0,,
1914,11/7,Alabama,Sewanee,0,18,"@ Birmingham, AL",
1914,11/13,Alabama,Tennessee-Chattanooga,63,0,,
1914,11/26,Alabama,Mississippi State,0,9,"@ Birmingham, AL",
1914,12/2,Alabama,Carlisle,3,20,"@ Birmingham, AL",
1913,9/27,Alabama,Samford,27,0,,
1913,10/4,Alabama,Birmingham,81,0,,
1913,10/18,Alabama,Georgia,0,20,"@ Birmingham, AL",
