year,date,team_a,team_b,score_a,score_b,venue,notes
1972,11/18,Arizona,Wyoming,14,22,,
1972,11/25,Arizona,Arizona State,21,38,,
1971,9/18,Arizona,Washington State,39,28,"@ Spokane, WA",
1971,9/25,Arizona,Texas-El Paso,14,6,,
1971,10/2,Arizona,Texas Tech,10,13,,
1971,10/9,Arizona,Wyoming,3,14,,
1971,10/16,Arizona,UCLA,12,28,,
1971,10/23,Arizona,Utah,14,3,,
1971,10/30,Arizona,New Mexico,28,34,,
1971,11/6,Arizona,Oregon State,34,22,,
1971,11/13,Arizona,Brigham Young,27,14,,
1971,11/20,Arizona,San Diego State,10,39,,
1971,11/27,Arizona,Arizona State,0,31,,
1970,9/19,Arizona,Michigan,9,20,,
1970,9/26,Arizona,San Jose State,30,29,,
1970,10/3,Arizona,Iowa,17,10,,
1970,10/10,Arizona,Brigham Young,24,17,,
1970,10/24,Arizona,Utah,0,24,,
1970,10/31,Air Force,Arizona,23,20,,
1970,11/7,Arizona,New Mexico,7,35,,
1970,11/14,Arizona,Texas-El Paso,17,33,,
1970,11/21,Arizona,Wyoming,38,12,,
1970,12/5,Arizona,Arizona State,6,10,,
1969,9/20,Arizona,Wyoming,7,23,,
1969,9/27,Arizona,Kansas State,27,42,,
1969,10/4,Arizona,Iowa,19,31,,
1969,10/11,Arizona,Houston,17,34,,
1969,10/18,Arizona,Texas-El Paso,26,10,,
1969,10/25,Arizona,New Mexico,52,28,,
1969,11/1,Arizona,Brigham Young,21,31,,
1969,11/15,Arizona,Utah,17,16,,
1969,11/29,Arizona,Arizona State,24,38,,
1968,9/21,Arizona,Iowa State,21,12,,
1968,9/28,Arizona,New Mexico,19,8,,
1968,10/5,Arizona,Texas-El Paso,25,0,,
1968,10/19,Arizona,Brigham Young,19,3,,
1968,10/26,Arizona,Indiana,13,16,,
1968,11/2,Arizona,Washington State,28,14,,
1968,11/9,Air Force,Arizona,10,14,,
1968,11/16,Arizona,Utah,16,15,,
1968,11/23,Arizona,Wyoming,14,7,,
1968,11/30,Arizona,Arizona State,7,30,,
1968,12/28,Arizona,Auburn,10,34,"@ El Paso, TX",Sun Bowl
1967,9/16,Arizona,Wyoming,17,36,,
1967,9/30,Arizona,Ohio State,14,7,,
1967,10/7,Arizona,Missouri,3,17,,
1967,10/14,Arizona,Texas-El Paso,9,9,,
1967,10/21,Arizona,Utah,29,33,,
1967,10/28,Arizona,Indiana,7,42,,
1967,11/4,Arizona,New Mexico,48,13,,
1967,11/11,Arizona,Brigham Young,14,17,,
1967,11/18,Air Force,Arizona,10,14,,
1967,11/25,Arizona,Arizona State,7,47,,
1966,9/17,Arizona,Iowa,20,31,,
1966,9/24,Arizona,Kansas,13,35,,
1966,10/1,Arizona,Wyoming,6,36,,
1966,10/8,Arizona,New Mexico,36,15,,
1966,10/22,Arizona,Utah,19,24,,
1966,10/29,Arizona,Brigham Young,14,16,,
1966,11/5,Arizona,Oregon State,12,31,"@ Portland, OR",
1966,11/12,Arizona,Washington State,28,18,,
1966,11/19,Arizona,Iowa State,27,24,,
1966,11/26,Arizona,Arizona State,17,20,,
1965,9/18,Arizona,Utah,16,9,,
1965,9/25,Arizona,Kansas,23,15,,
1965,10/2,Arizona,Wyoming,0,19,,
1965,10/9,Arizona,New Mexico,2,24,,
1965,10/16,Arizona,Washington State,3,21,"@ Spokane, WA",
1965,10/23,Arizona,San Jose State,7,13,,
1965,11/6,Arizona,Texas-El Paso,10,3,,
1965,11/13,Air Force,Arizona,34,7,,
1965,11/20,Arizona,Brigham Young,3,20,,
1965,11/27,Arizona,Arizona State,6,14,,
1964,9/26,Arizona,Brigham Young,39,6,,
1964,10/3,Arizona,Washington State,28,12,,
1964,10/10,Arizona,New Mexico,7,10,,
1964,10/17,Arizona,Oregon,0,21,,
1964,10/24,Arizona,Wyoming,15,7,,
1964,10/31,Air Force,Arizona,7,0,,
1964,11/7,Arizona,Idaho,14,7,,
1964,11/14,Arizona,Texas-El Paso,14,0,,
1964,11/21,Arizona,Iowa State,0,0,,
1964,11/28,Arizona,Arizona State,30,6,,
1963,9/21,Arizona,Utah State,0,43,,
1963,9/28,Arizona,Brigham Young,33,7,,
1963,10/5,Arizona,Washington State,2,7,"@ Spokane, WA",
1963,10/12,Arizona,Texas-El Paso,13,7,,
1963,10/19,Arizona,Oregon,12,28,,
1963,10/26,Arizona,West Texas A&M,6,3,,
1963,11/2,Arizona,Wyoming,15,7,,
1963,11/9,Arizona,Idaho,34,7,,
1963,11/30,Arizona,Arizona State,6,35,,
1963,12/7,Arizona,New Mexico,15,22,,
1962,9/22,Arizona,Brigham Young,27,21,,
1962,9/29,Arizona,New Mexico,25,35,,
1962,10/6,Arizona,Missouri,7,17,,
1962,10/13,Air Force,Arizona,20,6,,
1962,10/20,Arizona,Wyoming,8,31,,
1962,10/27,Arizona,West Texas A&M,8,3,,
1962,11/3,Arizona,Idaho,12,14,,
1962,11/10,Arizona,Kansas State,14,13,,
1962,11/17,Arizona,Texas-El Paso,7,0,,
1962,11/24,Arizona,Arizona State,20,17,,
1961,9/23,Arizona,Colorado State,28,6,,
1961,9/30,Arizona,Nebraska,14,14,,
1961,10/7,Arizona,Hardin-Simmons,53,7,,
1961,10/14,Arizona,Oregon,15,6,"@ Portland, OR",
1961,10/21,Arizona,New Mexico,22,21,,
1961,10/28,Arizona,West Texas A&M,23,27,,
1961,11/4,Arizona,Wyoming,20,15,,
1961,11/11,Arizona,Idaho,43,7,"@ Boise, ID",
1961,11/18,Arizona,Texas-El Paso,48,15,,
1961,11/25,Arizona,Arizona State,22,13,,
1960,9/24,Arizona,Utah,3,13,,
1960,10/1,Arizona,Wyoming,21,19,,
1960,10/8,Arizona,Colorado,16,35,,
1960,10/15,Arizona,Tulsa,16,17,,
1960,10/22,Arizona,New Mexico,26,14,,
1960,10/29,Arizona,West Texas A&M,21,14,,
1960,11/5,Arizona,Idaho,32,3,,
1960,11/12,Arizona,Texas-El Paso,28,14,,
1960,11/19,Arizona,Kansas State,35,16,,
1960,11/26,Arizona,Arizona State,35,7,,
1959,9/19,Arizona,Brigham Young,14,18,,
1959,9/26,Arizona,West Texas A&M,7,6,,
1959,10/3,Arizona,Idaho,16,14,,
1959,10/17,Arizona,New Mexico,7,28,,
1959,10/24,Arizona,Colorado,0,18,,
1959,10/31,Arizona,Utah,6,54,,
1959,11/7,Arizona,Texas Tech,30,26,,
1959,11/14,Air Force,Arizona,22,15,"@ Boulder, CO",
1959,11/21,Arizona,Texas-El Paso,14,10,,
1959,11/28,Arizona,Arizona State,9,15,,
1958,9/20,Arizona,Utah State,7,6,,
1958,9/27,Arizona,Iowa State,0,14,,
1958,10/4,Arizona,Tulsa,0,34,,
1958,10/11,Arizona,Colorado,12,65,,
1958,10/18,Arizona,New Mexico,13,33,,
1958,10/25,Arizona,Idaho,16,24,,
1958,11/1,Arizona,West Texas A&M,15,8,,
1958,11/8,Arizona,Texas Tech,6,33,,
1958,11/15,Arizona,Texas-El Paso,14,12,,
1958,11/22,Arizona,Arizona State,0,47,,
1957,9/21,Arizona,Brigham Young,14,14,,
1957,9/28,Arizona,Missouri,13,35,,
1957,10/12,Arizona,Colorado,14,34,,
1957,10/19,Arizona,New Mexico,0,27,,
1957,10/26,Arizona,Texas Tech,6,28,,
1957,11/2,Arizona,West Texas A&M,20,21,,
1957,11/9,Arizona,Hardin-Simmons,20,28,,
1957,11/16,Arizona,Texas-El Paso,14,51,,
1957,11/23,Arizona,Marquette,17,14,,
1957,11/30,Arizona,Arizona State,7,47,,
1956,9/15,Arizona,Montana,27,12,"@ Phoenix, AZ",
1956,9/22,Arizona,Wyoming,20,26,,
1956,9/29,Arizona,South Dakota State,60,0,,
1956,10/6,Arizona,Utah State,7,12,,
1956,10/13,Arizona,Texas-El Paso,6,28,,
1956,10/20,Arizona,New Mexico,26,12,,
1956,10/27,Arizona,Texas Tech,7,21,,
1956,11/3,Arizona,West Texas A&M,20,13,,
1956,11/17,Arizona,Arizona State,0,20,,
1956,11/24,Arizona,Colorado,7,38,,
1955,9/17,Arizona,Colorado State,20,7,,
1955,9/24,Arizona,Colorado,0,14,,
1955,10/1,Arizona,Idaho,47,14,,
1955,10/8,Arizona,West Texas A&M,20,20,,
1955,10/15,Arizona,Texas-El Paso,0,29,,
1955,10/22,Arizona,Oregon,27,46,,
1955,11/5,Arizona,Texas Tech,7,27,,
1955,11/12,Arizona,Montana,29,0,,
1955,11/19,Arizona,New Mexico,27,6,,
1955,11/26,Arizona,Arizona State,7,6,,
1954,9/18,Arizona,New Mexico State,58,0,,
1954,9/25,Arizona,Utah,54,20,,
1954,10/9,Arizona,Colorado,18,40,,
1954,10/16,Arizona,Idaho,35,13,,
1954,10/23,Arizona,New Mexico,41,7,,
1954,10/30,Arizona,West Texas A&M,48,12,,
1954,11/6,Arizona,Texas Tech,14,28,,
1954,11/13,Arizona,Texas-El Paso,21,41,,
1954,11/20,Arizona,Arizona State,54,14,,
1954,11/27,Arizona,Wyoming,42,40,,
1953,9/19,Arizona,Utah,7,28,,
1953,9/26,Arizona,Colorado,14,20,,
1953,10/3,Arizona,New Mexico State,46,7,,
1953,10/10,Arizona,New Mexico,20,0,,
1953,10/17,Arizona,Marquette,0,14,,
1953,10/31,Arizona,West Texas A&M,39,6,,
1953,11/7,Arizona,Texas Tech,27,52,,
1953,11/14,Arizona,Texas-El Paso,20,28,,
1953,11/21,Arizona,Kansas State,26,26,,
1953,11/28,Arizona,Arizona State,35,0,,
1952,9/20,Arizona,Hawaii,57,7,,
1952,9/27,Arizona,New Mexico State,62,12,,
1952,10/4,Arizona,Utah,27,0,,
1952,10/11,Arizona,Colorado,19,34,,
1952,10/18,Arizona,Marquette,7,37,,
1952,10/25,Arizona,Hardin-Simmons,13,12,,
1952,11/1,Arizona,New Mexico,13,7,,
1952,11/8,Arizona,Arizona State,18,20,,
1952,11/15,Arizona,Texas-El Paso,55,7,,
1952,11/22,Arizona,Texas Tech,14,19,,
1951,9/15,Arizona,New Mexico State,67,13,,
1951,9/22,Arizona,Utah,7,27,,
1951,9/29,Arizona,Oregon,21,39,,
1951,10/6,Arizona,West Texas A&M,28,13,,
1951,10/13,Arizona,Texas-El Paso,19,15,,
1951,10/27,Arizona,Texas Tech,0,41,,
1951,11/3,Arizona,New Mexico,32,20,,
1951,11/10,Arizona,Arizona State,14,61,,
1951,11/17,Arizona,Idaho,13,6,,
1951,11/24,Arizona,Hardin-Simmons,13,14,,
1951,12/21,Arizona,Hawaii,32,21,,
1950,9/23,Arizona,West Texas A&M,26,34,,
1950,9/30,Arizona,Utah,14,27,,
1950,10/7,Arizona,Hardin-Simmons,32,28,,
1950,10/14,Arizona,Texas-El Paso,13,14,,
1950,10/21,Arizona,Colorado,25,28,,
1950,10/28,Arizona,Denver,19,14,,
1950,11/4,Arizona,New Mexico,38,0,,
1950,11/11,Arizona,Arizona State,13,47,,
1950,11/18,Arizona,Texas Tech,7,39,,
1950,11/25,Arizona,Iowa State,27,26,,
1949,9/24,Arizona,New Mexico State,40,7,,
1949,10/1,Arizona,Utah,12,12,,
1949,10/8,Arizona,Hardin-Simmons,0,35,,
1949,10/15,Arizona,Texas-El Paso,0,28,,
1949,10/22,Arizona,Texas Tech,7,27,,
1949,10/29,Arizona,Denver,6,20,,
1949,11/5,Arizona,New Mexico,46,14,,
1949,11/12,Arizona,Arizona State,7,34,,
1949,11/19,Arizona,Michigan State,0,75,,
1949,11/26,Arizona,Kansas,0,46,,
1948,9/25,Arizona,San Diego State,14,6,,
1948,10/2,Arizona,Utah,14,47,,
1948,10/9,Arizona,Hardin-Simmons,20,14,,
1948,10/16,Arizona,Michigan State,7,61,,
1948,10/23,Arizona,Texas Tech,0,31,,
1948,10/30,Arizona,Arizona State,33,21,,
1948,11/6,Arizona,New Mexico,14,6,,
1948,11/13,Arizona,Texas-El Paso,14,25,,
1948,11/20,Arizona,Iowa State,14,7,,
1948,11/27,Arizona,Marquette,24,14,"@ Phoenix, AZ",
1948,1/1,Arizona,Drake,13,14,"@ Phoenix, AZ",Salad Bowl
1947,9/27,Arizona,Wyoming,27,7,,
1947,10/4,Arizona,Montana,40,7,,
1947,10/11,Arizona,Hardin-Simmons,7,35,,
1947,10/18,Arizona,Texas-El Paso,14,13,,
1947,10/25,Arizona,New Mexico,22,12,,
1947,11/8,Arizona,Texas Tech,28,41,,
1947,11/15,Arizona,Arizona State,26,13,,
1947,11/22,Arizona,Marquette,21,39,,
1947,11/29,Arizona,Kansas,28,54,,
1947,12/6,Arizona,Utah,20,20,,
1946,9/28,Arizona,Arizona State,67,0,,
1946,10/5,Arizona,Utah,7,14,,
1946,10/12,Arizona,Texas-El Paso,27,13,,
1946,10/19,Arizona,Pacific,47,13,,
1946,10/26,Arizona,Marquette,0,20,,
1946,11/2,Arizona,Hardin-Simmons,8,19,,
1946,11/9,Arizona,Santa Clara,21,21,,
1946,11/16,Arizona,New Mexico,13,13,,
1946,11/23,Arizona,Texas Tech,0,16,,
1946,11/30,Arizona,Kansas State,28,7,,
1942,9/26,Arizona,New Mexico State,53,0,,
1942,10/3,Arizona,Utah,14,0,,
1942,10/10,Arizona,Arizona State,23,0,,
1942,10/17,Arizona,Oklahoma State,20,6,,
1942,10/24,Arizona,Marquette,0,39,,
1942,11/7,Arizona,New Mexico,14,13,,
1942,11/14,Arizona,Hardin-Simmons,26,34,,
1942,11/21,Arizona,Texas-El Paso,19,7,,
1942,11/26,Arizona,Texas Tech,7,13,,
1942,12/5,Arizona,Second Air Force (Washington),13,27,,
1941,9/27,Arizona,Notre Dame,7,38,,
1941,10/4,Arizona,New Mexico State,47,0,,
1941,10/11,Arizona,Nevada,26,7,,
1941,10/18,Arizona,New Mexico,31,6,,
1941,10/25,Arizona,Arizona State,20,7,,
1941,11/1,Arizona,Texas-El Paso,33,14,,
1941,11/8,Arizona,Northern Arizona,41,0,,
1941,11/15,Arizona,Oklahoma State,14,41,,
1941,11/29,Arizona,Kansas State,28,21,,
1941,12/6,Arizona,Utah,6,12,,
1940,9/28,Arizona,Northern Arizona,41,0,,
1940,10/5,Arizona,New Mexico State,41,0,,
1940,10/12,Arizona,Utah,0,24,,
1940,10/19,Arizona,Centenary,29,6,,
1940,10/26,Arizona,Oklahoma State,24,0,,
1940,11/2,Arizona,Texas-El Paso,20,13,,
1940,11/9,Arizona,Loyola Marymount,20,13,,
1940,11/23,Arizona,New Mexico,12,13,,
1940,11/30,Arizona,Marquette,17,14,,
1939,9/23,Arizona,Pomona-Pitzer,21,0,,
1939,9/30,Arizona,Minnesota,0,62,,
1939,10/14,Arizona,New Mexico State,20,3,,
1939,10/21,Arizona,Loyola Marymount,25,7,"@ Phoenix, AZ",
1939,10/28,Arizona,Marquette,6,13,,
1939,11/4,Arizona,Centenary,7,0,,
1939,11/11,Arizona,Texas-El Paso,6,14,,
1939,11/18,Arizona,Pacific,12,7,,
1939,11/25,Arizona,New Mexico,6,7,,
1939,11/30,Arizona,Montana,6,0,,
1938,10/8,Arizona,New Mexico State,6,7,,
1938,10/15,Arizona,Santa Clara,0,27,"@ Phoenix, AZ",
1938,10/22,Arizona,Loyola Marymount,14,12,,
1938,10/29,Arizona,New Mexico,7,20,,
1938,11/5,Arizona,Centenary,7,6,,
1938,11/12,Arizona,Texas-El Paso,14,26,,
1938,11/19,Arizona,Marquette,20,12,,
1938,11/26,Arizona,Montana,0,7,,
1937,10/2,Arizona,Arizona State,20,6,,
1937,10/9,Arizona,Oklahoma State,22,13,,
1937,10/16,Arizona,Texas Tech,0,20,,
1937,10/23,Arizona,Centenary,13,18,,
1937,10/30,Arizona,New Mexico State,27,12,,
1937,11/6,Arizona,Loyola Marymount,13,6,,
1937,11/13,Arizona,New Mexico,23,0,,
1937,11/20,Arizona,Kansas,9,7,,
1937,11/27,Arizona,Colorado State,47,0,,
1937,12/4,Arizona,Oregon,20,6,,
1936,9/25,Arizona,Brigham Young,32,6,,
1936,10/3,Arizona,Utah,6,14,,
1936,10/10,Arizona,Arizona State,18,0,,
1936,10/17,Arizona,Centenary,13,13,,
1936,10/24,Arizona,New Mexico State,28,7,,
1936,10/31,Arizona,Kansas,0,0,,
1936,11/7,Arizona,New Mexico,28,0,,
1936,11/21,Arizona,Michigan State,0,7,,
1936,11/28,Arizona,Wyoming,58,0,"@ Phoenix, AZ",
1936,12/5,Arizona,Texas Tech,7,7,,
1935,9/28,Arizona,Arizona State,26,0,,
1935,10/5,Arizona,Centenary,7,14,,
1935,10/12,Arizona,Whittier,45,0,,
1935,10/19,Arizona,Loyola Marymount,6,13,,
1935,10/26,Arizona,New Mexico State,9,6,,
1935,11/2,Arizona,Oklahoma City,27,0,,
1935,11/11,Arizona,Texas Tech,7,6,,
1935,11/23,Arizona,New Mexico,38,6,,
1935,11/30,Arizona,Drake,53,0,,
1934,9/29,Arizona,San Diego State,7,0,,
1934,10/6,Arizona,Colorado State,7,3,,
1934,10/12,Arizona,Whittier,14,7,,
1934,10/20,Arizona,Loyola Marymount,0,6,,
1934,10/26,Arizona,New Mexico State,0,0,,
1934,11/3,Arizona,New Mexico,14,6,,
1934,11/10,Arizona,Oklahoma City,26,6,,
1934,11/17,Arizona,Arizona State,32,6,,
1934,11/29,Arizona,Texas Tech,7,13,,
1934,12/7,Arizona,Pacific,31,7,"@ Phoenix, AZ",
1933,9/30,Arizona,Occidental,18,0,,
1933,10/7,Arizona,Loyola Marymount,13,14,,
1933,10/14,Arizona,Texas Tech,0,7,,
1933,10/27,Arizona,New Mexico State,6,0,,
1933,11/4,Arizona,Northern Arizona,24,0,,
1933,11/11,Arizona,New Mexico,0,7,,
1933,11/18,Arizona,Arizona State,26,7,,
1933,11/25,Arizona,Whittier,26,0,,
1932,9/24,Arizona,Occidental,19,0,"@ Pasadena, CA",
1932,10/1,Arizona,Loyola Marymount,6,33,,
1932,10/8,Arizona,New Mexico State,12,7,,
1932,10/14,Arizona,Texas Tech,0,21,,
1932,10/22,Arizona,Arizona State,20,6,,
1932,10/29,Arizona,Northern Arizona,6,7,"@ Phoenix, AZ",
1932,11/11,Arizona,New Mexico,13,6,,
1932,11/19,Arizona,San Diego State,0,13,,
1932,11/26,Arizona,Oklahoma State,6,13,,
1931,9/26,Arizona,San Diego State,0,8,,
1931,10/3,Arizona,Pomona-Pitzer,19,0,,
1931,10/10,Arizona,Oklahoma State,0,31,,
1931,10/23,Arizona,Rice,0,32,,
1931,10/31,Arizona,Arizona State,6,19,,
1931,11/7,Arizona,Northern Arizona,19,12,,
1931,11/14,Arizona,New Mexico,7,7,,
1931,11/21,Arizona,DePaul,14,13,,
1931,11/26,Arizona,Colorado,7,27,,
2025,8/30,Arizona State,Northern Arizona,38,19,,
2025,9/6,Arizona State,Mississippi State,20,24,,
2025,9/13,Arizona State,Texas State,34,15,,
2025,9/20,Arizona State,Baylor,27,24,,
2025,9/26,Arizona State,Texas Christian,27,24,,
2025,10/11,Arizona State,Utah,10,42,,
2025,10/18,Arizona State,Texas Tech,26,22,,
2025,10/25,Arizona State,Houston,16,24,,
2025,11/1,Arizona State,Iowa State,24,19,,
2025,11/15,Arizona State,West Virginia,25,23,,
2025,11/22,Arizona State,Colorado,42,17,,
2024,8/31,Arizona State,Wyoming,48,7,,
2024,9/7,Arizona State,Mississippi State,30,23,,
2024,9/12,Arizona State,Texas State,31,28,,
2024,9/21,Arizona State,Texas Tech,22,30,,
2024,10/5,Arizona State,Kansas,35,31,,
2024,10/11,Arizona State,Utah,27,19,,
2024,10/19,Arizona State,Cincinnati,14,24,,
2024,11/2,Arizona State,Oklahoma State,42,21,,
2024,11/9,Arizona State,Central Florida,35,31,,
2024,11/16,Arizona State,Kansas State,24,14,,
2024,11/23,Arizona State,Brigham Young,28,23,,
2024,12/7,Arizona State,Iowa State,45,19,"@ Arlington, TX",Big 12 Championship
2024,1/1,Arizona State,Texas,31,39,"@ Atlanta, GA",Peach Bowl
2023,8/31,Arizona State,Southern Utah,24,21,,
2023,9/9,Arizona State,Oklahoma State,15,27,,
2023,9/16,Arizona State,Fresno State,0,29,,
2023,9/23,Arizona State,Southern California,28,42,,
2023,10/7,Arizona State,Colorado,24,27,,
2023,10/21,Arizona State,Washington,7,15,,
2023,10/28,Arizona State,Washington State,38,27,,
2023,11/4,Arizona State,Utah,3,55,,
2023,11/11,Arizona State,UCLA,17,7,,
2023,11/18,Arizona State,Oregon,13,49,,
2022,9/1,Arizona State,Northern Arizona,40,3,,
2022,9/10,Arizona State,Oklahoma State,17,34,,
2022,9/17,Arizona State,Eastern Michigan,21,30,,
2022,9/24,Arizona State,Utah,13,34,,
2022,10/1,Arizona State,Southern California,25,42,,
2022,10/8,Arizona State,Washington,45,38,,
2022,10/29,Arizona State,Colorado,42,34,,
2022,11/5,Arizona State,UCLA,36,50,,
2022,11/12,Arizona State,Washington State,18,28,,
2022,11/19,Arizona State,Oregon State,7,31,,
2021,9/2,Arizona State,Southern Utah,41,14,,
2021,9/11,Arizona State,Nevada-Las Vegas,37,10,,
2021,9/18,Arizona State,Brigham Young,17,27,,
2021,9/25,Arizona State,Colorado,35,13,,
2021,10/2,Arizona State,UCLA,42,23,,
2021,10/16,Arizona State,Utah,21,35,,
2021,10/30,Arizona State,Washington State,21,34,,
2021,11/6,Arizona State,Southern California,31,16,,
2021,11/13,Arizona State,Washington,35,30,,
2021,11/20,Arizona State,Oregon State,10,24,,
2021,12/30,Arizona State,Wisconsin,13,20,"@ Las Vegas, NV",Las Vegas Bowl
2020,11/7,Arizona State,Southern California,27,28,,
2020,12/5,Arizona State,UCLA,18,25,,
2020,12/19,Arizona State,Oregon State,46,33,,
2019,8/29,Arizona State,Kent State,30,7,,
2019,9/6,Arizona State,Sacramento State,19,7,,
2019,9/14,Arizona State,Michigan State,10,7,,
2019,9/21,Arizona State,Colorado,31,34,,
2019,10/12,Arizona State,Washington State,38,34,,
2019,10/19,Arizona State,Utah,3,21,,
2019,10/26,Arizona State,UCLA,32,42,,
2019,11/9,Arizona State,Southern California,26,31,,
2019,11/16,Arizona State,Oregon State,34,35,,
2019,11/23,Arizona State,Oregon,31,28,,
2018,9/1,Arizona State,Texas-San Antonio,49,7,,
2018,9/8,Arizona State,Michigan State,16,13,,
2018,9/15,Arizona State,San Diego State,21,28,,
2018,9/22,Arizona State,Washington,20,27,,
2018,9/29,Arizona State,Oregon State,52,24,,
2018,10/6,Arizona State,Colorado,21,28,,
2018,10/27,Arizona State,Southern California,38,35,,
2018,11/3,Arizona State,Utah,38,20,,
2018,11/10,Arizona State,UCLA,31,28,,
2018,11/17,Arizona State,Oregon,29,31,,
2018,12/15,Arizona State,Fresno State,20,31,"@ Las Vegas, NV",Las Vegas Bowl
2017,8/31,Arizona State,New Mexico State,37,31,,
2017,9/9,Arizona State,San Diego State,20,30,,
2017,9/16,Arizona State,Texas Tech,45,52,,
2017,9/23,Arizona State,Oregon,37,35,,
2017,10/14,Arizona State,Washington,13,7,,
2017,10/21,Arizona State,Utah,30,10,,
2017,10/28,Arizona State,Southern California,17,48,,
2017,11/4,Arizona State,Colorado,41,30,,
2017,11/11,Arizona State,UCLA,37,44,,
2017,11/18,Arizona State,Oregon State,40,24,,
2016,9/3,Arizona State,Northern Arizona,44,13,,
2016,9/10,Arizona State,Texas Tech,68,55,,
2016,9/16,Arizona State,Texas-San Antonio,32,28,,
2016,10/1,Arizona State,Southern California,20,41,,
2016,10/8,Arizona State,UCLA,23,20,,
2016,10/15,Arizona State,Colorado,16,40,,
2016,10/22,Arizona State,Washington State,32,37,,
2016,10/29,Arizona State,Oregon,35,54,,
2016,11/10,Arizona State,Utah,26,49,,
2016,11/19,Arizona State,Washington,18,44,,
2015,9/5,Arizona State,Texas A&M,17,38,"@ Houston, TX",
2015,9/12,Arizona State,Cal Poly,35,21,,
2015,9/18,Arizona State,New Mexico,34,10,,
2015,9/26,Arizona State,Southern California,14,42,,
2015,10/3,Arizona State,UCLA,38,23,,
2015,10/10,Arizona State,Colorado,48,23,,
2015,10/17,Arizona State,Utah,18,34,,
2015,10/29,Arizona State,Oregon,55,61,,
2015,11/7,Arizona State,Washington State,24,38,,
2015,11/14,Arizona State,Washington,27,17,,
2015,1/2,Arizona State,West Virginia,42,43,"@ Tempe, AZ",Cactus Bowl
2014,8/28,Arizona State,Weber State,45,14,,
2014,9/6,Arizona State,New Mexico,58,23,,
2014,9/13,Arizona State,Colorado,38,24,,
2014,9/25,Arizona State,UCLA,27,62,,
2014,10/4,Arizona State,Southern California,38,34,,
2014,10/25,Arizona State,Washington,24,10,,
2014,11/1,Arizona State,Utah,19,16,,
2014,11/8,Arizona State,Notre Dame,55,31,,
2014,11/15,Arizona State,Oregon State,27,35,,
2014,11/22,Arizona State,Washington State,52,31,,
2013,9/5,Arizona State,Sacramento State,55,0,,
2013,9/14,Arizona State,Wisconsin,32,30,,
2013,9/28,Arizona State,Southern California,62,41,,
2013,10/5,Arizona State,Notre Dame,34,37,"@ Arlington, TX",
2013,10/12,Arizona State,Colorado,54,13,,
2013,10/19,Arizona State,Washington,53,24,,
2013,10/31,Arizona State,Washington State,55,21,,
2013,11/9,Arizona State,Utah,20,19,,
2013,11/16,Arizona State,Oregon State,30,17,,
2013,11/23,Arizona State,UCLA,38,33,,
2013,12/30,Arizona State,Texas Tech,23,37,"@ San Diego, CA",Holiday Bowl
2012,8/30,Arizona State,Northern Arizona,63,6,,
2012,9/8,Arizona State,Illinois,45,14,,
2012,9/15,Arizona State,Missouri,20,24,,
2012,9/22,Arizona State,Utah,37,7,,
2012,10/11,Arizona State,Colorado,51,17,,
2012,10/18,Arizona State,Oregon,21,43,,
2012,10/27,Arizona State,UCLA,43,45,,
2012,11/3,Arizona State,Oregon State,26,36,,
2012,11/10,Arizona State,Southern California,17,38,,
2012,11/17,Arizona State,Washington State,46,7,,
2012,12/29,Arizona State,Navy,62,28,"@ San Francisco, CA",Fight Hunger Bowl
2011,9/1,Arizona State,California-Davis,48,14,,
2011,9/9,Arizona State,Missouri,37,30,,
2011,9/17,Arizona State,Illinois,14,17,,
2011,9/24,Arizona State,Southern California,43,22,,
2011,10/1,Arizona State,Oregon State,35,20,,
2011,10/8,Arizona State,Utah,35,14,,
2011,10/15,Arizona State,Oregon,27,41,,
2011,10/29,Arizona State,Colorado,48,14,,
2011,11/5,Arizona State,UCLA,28,29,,
2011,11/12,Arizona State,Washington State,27,37,,
2011,12/22,Arizona State,Boise State,24,56,"@ Las Vegas, NV",Maaco Bowl
2010,9/4,Arizona State,Portland State,54,9,,
2010,9/11,Arizona State,Northern Arizona,41,20,,
2010,9/18,Arizona State,Wisconsin,19,20,,
